Optimization Log
Iteration 0, Best Fitness: 542.170419
Iteration 1, Best Fitness: 388.782504
Iteration 2, Best Fitness: 354.321176
Iteration 3, Best Fitness: 225.266896
Iteration 4, Best Fitness: 215.726267
Iteration 5, Best Fitness: 152.744128
Iteration 6, Best Fitness: 80.928338
Iteration 7, Best Fitness: 74.737315
Iteration 8, Best Fitness: 55.957129
Iteration 9, Best Fitness: 41.547294
Iteration 10, Best Fitness: 25.929048
Iteration 11, Best Fitness: 22.586996
Iteration 12, Best Fitness: 11.881725
Iteration 13, Best Fitness: 7.742552
Iteration 14, Best Fitness: 7.742552
Iteration 15, Best Fitness: 4.510883
Iteration 16, Best Fitness: 3.722124
Iteration 17, Best Fitness: 2.949558
Iteration 18, Best Fitness: 2.581759
Iteration 19, Best Fitness: 2.070112
Iteration 20, Best Fitness: 1.573155
Iteration 21, Best Fitness: 1.436742
Iteration 22, Best Fitness: 1.318590
Iteration 23, Best Fitness: 1.224151
Iteration 24, Best Fitness: 1.154381
Iteration 25, Best Fitness: 1.094322
Iteration 26, Best Fitness: 1.084416
Iteration 27, Best Fitness: 1.043984
Iteration 28, Best Fitness: 1.025258
Iteration 29, Best Fitness: 1.020649
Iteration 30, Best Fitness: 1.011606
Iteration 31, Best Fitness: 0.949602
Iteration 32, Best Fitness: 0.939652
Iteration 33, Best Fitness: 0.803416
Iteration 34, Best Fitness: 0.741320
Iteration 35, Best Fitness: 0.604616
Iteration 36, Best Fitness: 0.516834
Iteration 37, Best Fitness: 0.427557
Iteration 38, Best Fitness: 0.368386
Iteration 39, Best Fitness: 0.330724
Iteration 40, Best Fitness: 0.322140
Iteration 41, Best Fitness: 0.293943
Iteration 42, Best Fitness: 0.270444
Iteration 43, Best Fitness: 0.232241
Iteration 44, Best Fitness: 0.224151
Iteration 45, Best Fitness: 0.209565
Iteration 46, Best Fitness: 0.180813
Iteration 47, Best Fitness: 0.139167
Iteration 48, Best Fitness: 0.139167
Iteration 49, Best Fitness: 0.135381
Iteration 50, Best Fitness: 0.135381
Iteration 51, Best Fitness: 0.121748
Iteration 52, Best Fitness: 0.121748
Iteration 53, Best Fitness: 0.121748
Iteration 54, Best Fitness: 0.121748
Iteration 55, Best Fitness: 0.121748
Iteration 56, Best Fitness: 0.112463
Iteration 57, Best Fitness: 0.105528
Iteration 58, Best Fitness: 0.102246
Iteration 59, Best Fitness: 0.102246
Iteration 60, Best Fitness: 0.090549
Iteration 61, Best Fitness: 0.090549
Iteration 62, Best Fitness: 0.090549
Iteration 63, Best Fitness: 0.090338
Iteration 64, Best Fitness: 0.090338
Iteration 65, Best Fitness: 0.087146
Iteration 66, Best Fitness: 0.087146
Iteration 67, Best Fitness: 0.075097
Iteration 68, Best Fitness: 0.075097
Iteration 69, Best Fitness: 0.075097
Iteration 70, Best Fitness: 0.068687
Iteration 71, Best Fitness: 0.068687
Iteration 72, Best Fitness: 0.068061
Iteration 73, Best Fitness: 0.065528
Iteration 74, Best Fitness: 0.065295
Iteration 75, Best Fitness: 0.061471
Iteration 76, Best Fitness: 0.060514
Iteration 77, Best Fitness: 0.060514
Iteration 78, Best Fitness: 0.060514
Iteration 79, Best Fitness: 0.060514
Iteration 80, Best Fitness: 0.057907
Iteration 81, Best Fitness: 0.057907
Iteration 82, Best Fitness: 0.057907
Iteration 83, Best Fitness: 0.057907
Iteration 84, Best Fitness: 0.056720
Iteration 85, Best Fitness: 0.056720
Iteration 86, Best Fitness: 0.055896
Iteration 87, Best Fitness: 0.055235
Iteration 88, Best Fitness: 0.053936
Iteration 89, Best Fitness: 0.053936
Iteration 90, Best Fitness: 0.053891
Iteration 91, Best Fitness: 0.052505
Iteration 92, Best Fitness: 0.052186
Iteration 93, Best Fitness: 0.051587
Iteration 94, Best Fitness: 0.051297
Iteration 95, Best Fitness: 0.050453
Iteration 96, Best Fitness: 0.050319
Iteration 97, Best Fitness: 0.049860
Iteration 98, Best Fitness: 0.049690
Iteration 99, Best Fitness: 0.049580

Final Best Fitness: 0.0495803553679347
Best Position Found:
[ 3.14577812 -0.11682939 -0.10939674 -0.0217064   7.01194879  0.19281531
 -0.12569995 -0.21469365  0.18500439 -0.1952865  -0.24441842 -0.14317933
  0.1142677  -0.13585963 -0.24803763  0.05808865  0.08655903  0.20238309
 -0.30252294 -0.06352998  0.21231702 -0.21432643  0.19680549 -0.12790837
  0.24389153  0.19180353 -0.28110583 -0.1300701   0.24308259 -0.04288766]
