Optimization Log
Iteration 0, Best Fitness: 40052178.728124
Iteration 1, Best Fitness: 30626843.406939
Iteration 2, Best Fitness: 2014328.730635
Iteration 3, Best Fitness: 499218.086978
Iteration 4, Best Fitness: 10506.278130
Iteration 5, Best Fitness: 10506.278130
Iteration 6, Best Fitness: 68.376073
Iteration 7, Best Fitness: 43.511907
Iteration 8, Best Fitness: 43.511907
Iteration 9, Best Fitness: 25.059793
Iteration 10, Best Fitness: 22.050105
Iteration 11, Best Fitness: 19.103601
Iteration 12, Best Fitness: 14.402667
Iteration 13, Best Fitness: 6.041599
Iteration 14, Best Fitness: 5.434575
Iteration 15, Best Fitness: 1.761756
Iteration 16, Best Fitness: 1.761756
Iteration 17, Best Fitness: 1.303932
Iteration 18, Best Fitness: 1.025270
Iteration 19, Best Fitness: 0.542533
Iteration 20, Best Fitness: 0.542533
Iteration 21, Best Fitness: 0.281780
Iteration 22, Best Fitness: 0.281780
Iteration 23, Best Fitness: 0.193320
Iteration 24, Best Fitness: 0.178475
Iteration 25, Best Fitness: 0.146151
Iteration 26, Best Fitness: 0.120766
Iteration 27, Best Fitness: 0.105943
Iteration 28, Best Fitness: 0.105943
Iteration 29, Best Fitness: 0.105943
Iteration 30, Best Fitness: 0.105943
Iteration 31, Best Fitness: 0.083555
Iteration 32, Best Fitness: 0.080603
Iteration 33, Best Fitness: 0.080603
Iteration 34, Best Fitness: 0.080603
Iteration 35, Best Fitness: 0.080603
Iteration 36, Best Fitness: 0.080603
Iteration 37, Best Fitness: 0.080603
Iteration 38, Best Fitness: 0.080603
Iteration 39, Best Fitness: 0.080603
Iteration 40, Best Fitness: 0.075139
Iteration 41, Best Fitness: 0.075139
Iteration 42, Best Fitness: 0.075139
Iteration 43, Best Fitness: 0.075139
Iteration 44, Best Fitness: 0.075139
Iteration 45, Best Fitness: 0.075139
Iteration 46, Best Fitness: 0.075139
Iteration 47, Best Fitness: 0.075139
Iteration 48, Best Fitness: 0.075139
Iteration 49, Best Fitness: 0.075139
Iteration 50, Best Fitness: 0.075139
Iteration 51, Best Fitness: 0.075139
Iteration 52, Best Fitness: 0.075139
Iteration 53, Best Fitness: 0.075139
Iteration 54, Best Fitness: 0.075139
Iteration 55, Best Fitness: 0.069879
Iteration 56, Best Fitness: 0.069879
Iteration 57, Best Fitness: 0.069879
Iteration 58, Best Fitness: 0.069879
Iteration 59, Best Fitness: 0.069879
Iteration 60, Best Fitness: 0.069879
Iteration 61, Best Fitness: 0.068901
Iteration 62, Best Fitness: 0.068901
Iteration 63, Best Fitness: 0.068901
Iteration 64, Best Fitness: 0.063883
Iteration 65, Best Fitness: 0.063883
Iteration 66, Best Fitness: 0.063883
Iteration 67, Best Fitness: 0.063883
Iteration 68, Best Fitness: 0.063883
Iteration 69, Best Fitness: 0.063883
Iteration 70, Best Fitness: 0.062973
Iteration 71, Best Fitness: 0.062973
Iteration 72, Best Fitness: 0.060873
Iteration 73, Best Fitness: 0.060873
Iteration 74, Best Fitness: 0.060822
Iteration 75, Best Fitness: 0.060822
Iteration 76, Best Fitness: 0.060822
Iteration 77, Best Fitness: 0.060822
Iteration 78, Best Fitness: 0.060822
Iteration 79, Best Fitness: 0.060822
Iteration 80, Best Fitness: 0.060822
Iteration 81, Best Fitness: 0.060822
Iteration 82, Best Fitness: 0.060822
Iteration 83, Best Fitness: 0.060033
Iteration 84, Best Fitness: 0.059543
Iteration 85, Best Fitness: 0.059543
Iteration 86, Best Fitness: 0.059543
Iteration 87, Best Fitness: 0.059543
Iteration 88, Best Fitness: 0.058949
Iteration 89, Best Fitness: 0.058949
Iteration 90, Best Fitness: 0.058731
Iteration 91, Best Fitness: 0.058520
Iteration 92, Best Fitness: 0.058450
Iteration 93, Best Fitness: 0.058072
Iteration 94, Best Fitness: 0.058072
Iteration 95, Best Fitness: 0.058065
Iteration 96, Best Fitness: 0.058065
Iteration 97, Best Fitness: 0.057964
Iteration 98, Best Fitness: 0.057927
Iteration 99, Best Fitness: 0.057927

Final Best Fitness: 0.05792689160949376
Best Position Found:
[-0.99795533  0.04808403 -0.99192811 -0.95433485 -1.01016849 -0.04806515
 -0.98528244 -0.93609919 -0.99775351 -0.0323367 ]
