Optimization Log
Iteration 0, Best Fitness: 20.112447
Iteration 1, Best Fitness: 19.949920
Iteration 2, Best Fitness: 19.603964
Iteration 3, Best Fitness: 18.141550
Iteration 4, Best Fitness: 17.484574
Iteration 5, Best Fitness: 16.689482
Iteration 6, Best Fitness: 15.980972
Iteration 7, Best Fitness: 13.451696
Iteration 8, Best Fitness: 13.144609
Iteration 9, Best Fitness: 10.050684
Iteration 10, Best Fitness: 10.050684
Iteration 11, Best Fitness: 9.105938
Iteration 12, Best Fitness: 6.485732
Iteration 13, Best Fitness: 6.485732
Iteration 14, Best Fitness: 5.823914
Iteration 15, Best Fitness: 4.724026
Iteration 16, Best Fitness: 4.501699
Iteration 17, Best Fitness: 4.090975
Iteration 18, Best Fitness: 3.510930
Iteration 19, Best Fitness: 3.195182
Iteration 20, Best Fitness: 2.856219
Iteration 21, Best Fitness: 2.552091
Iteration 22, Best Fitness: 2.143257
Iteration 23, Best Fitness: 1.903691
Iteration 24, Best Fitness: 1.587067
Iteration 25, Best Fitness: 1.433682
Iteration 26, Best Fitness: 0.947829
Iteration 27, Best Fitness: 0.689008
Iteration 28, Best Fitness: 0.514672
Iteration 29, Best Fitness: 0.344459
Iteration 30, Best Fitness: 0.286870
Iteration 31, Best Fitness: 0.251316
Iteration 32, Best Fitness: 0.197450
Iteration 33, Best Fitness: 0.178649
Iteration 34, Best Fitness: 0.170852
Iteration 35, Best Fitness: 0.138164
Iteration 36, Best Fitness: 0.109572
Iteration 37, Best Fitness: 0.094436
Iteration 38, Best Fitness: 0.067932
Iteration 39, Best Fitness: 0.060166
Iteration 40, Best Fitness: 0.052204
Iteration 41, Best Fitness: 0.044955
Iteration 42, Best Fitness: 0.039561
Iteration 43, Best Fitness: 0.036634
Iteration 44, Best Fitness: 0.031375
Iteration 45, Best Fitness: 0.029437
Iteration 46, Best Fitness: 0.025296
Iteration 47, Best Fitness: 0.021648
Iteration 48, Best Fitness: 0.019185
Iteration 49, Best Fitness: 0.017189
Iteration 50, Best Fitness: 0.015180
Iteration 51, Best Fitness: 0.013358
Iteration 52, Best Fitness: 0.011699
Iteration 53, Best Fitness: 0.011179
Iteration 54, Best Fitness: 0.010524
Iteration 55, Best Fitness: 0.009511
Iteration 56, Best Fitness: 0.008546
Iteration 57, Best Fitness: 0.008010
Iteration 58, Best Fitness: 0.007286
Iteration 59, Best Fitness: 0.007008
Iteration 60, Best Fitness: 0.006599
Iteration 61, Best Fitness: 0.006236
Iteration 62, Best Fitness: 0.005945
Iteration 63, Best Fitness: 0.005494
Iteration 64, Best Fitness: 0.005066
Iteration 65, Best Fitness: 0.004832
Iteration 66, Best Fitness: 0.004507
Iteration 67, Best Fitness: 0.004141
Iteration 68, Best Fitness: 0.004085
Iteration 69, Best Fitness: 0.003849
Iteration 70, Best Fitness: 0.003664
Iteration 71, Best Fitness: 0.003500
Iteration 72, Best Fitness: 0.003302
Iteration 73, Best Fitness: 0.003188
Iteration 74, Best Fitness: 0.003022
Iteration 75, Best Fitness: 0.002961
Iteration 76, Best Fitness: 0.002806
Iteration 77, Best Fitness: 0.002749
Iteration 78, Best Fitness: 0.002613
Iteration 79, Best Fitness: 0.002560
Iteration 80, Best Fitness: 0.002440
Iteration 81, Best Fitness: 0.002422
Iteration 82, Best Fitness: 0.002310
Iteration 83, Best Fitness: 0.002201
Iteration 84, Best Fitness: 0.002201
Iteration 85, Best Fitness: 0.002131
Iteration 86, Best Fitness: 0.002113
Iteration 87, Best Fitness: 0.002078
Iteration 88, Best Fitness: 0.002016
Iteration 89, Best Fitness: 0.001999
Iteration 90, Best Fitness: 0.001961
Iteration 91, Best Fitness: 0.001922
Iteration 92, Best Fitness: 0.001910
Iteration 93, Best Fitness: 0.001869
Iteration 94, Best Fitness: 0.001858
Iteration 95, Best Fitness: 0.001846
Iteration 96, Best Fitness: 0.001831
Iteration 97, Best Fitness: 0.001825
Iteration 98, Best Fitness: 0.001818
Iteration 99, Best Fitness: 0.001816

Final Best Fitness: 0.001816334990824675
Best Position Found:
[ 0.00043783 -0.00040965  0.00044917  0.00052122 -0.00039553 -0.00044913
  0.00044493 -0.00050569 -0.00041837  0.00039661  0.00039699  0.00047886
 -0.00048948 -0.00048952 -0.0003081   0.00048478  0.0004636  -0.00053637
 -0.0004647  -0.00042778]
