Optimization Log
Iteration 0, Best Fitness: 157393.797362
Iteration 1, Best Fitness: 143498.142576
Iteration 2, Best Fitness: 120457.059420
Iteration 3, Best Fitness: 120457.059420
Iteration 4, Best Fitness: 79385.286288
Iteration 5, Best Fitness: 78218.810586
Iteration 6, Best Fitness: 52530.283656
Iteration 7, Best Fitness: 52530.283656
Iteration 8, Best Fitness: 29602.194562
Iteration 9, Best Fitness: 29602.194562
Iteration 10, Best Fitness: 29602.194562
Iteration 11, Best Fitness: 29602.194562
Iteration 12, Best Fitness: 26974.564946
Iteration 13, Best Fitness: 26974.564946
Iteration 14, Best Fitness: 25121.921577
Iteration 15, Best Fitness: 23329.766473
Iteration 16, Best Fitness: 23329.766473
Iteration 17, Best Fitness: 18806.575886
Iteration 18, Best Fitness: 18806.575886
Iteration 19, Best Fitness: 15197.224505
Iteration 20, Best Fitness: 14323.329907
Iteration 21, Best Fitness: 14323.329907
Iteration 22, Best Fitness: 14323.329907
Iteration 23, Best Fitness: 14323.329907
Iteration 24, Best Fitness: 9474.273644
Iteration 25, Best Fitness: 9474.273644
Iteration 26, Best Fitness: 9474.273644
Iteration 27, Best Fitness: 9474.273644
Iteration 28, Best Fitness: 8050.555155
Iteration 29, Best Fitness: 7286.552896
Iteration 30, Best Fitness: 5570.470258
Iteration 31, Best Fitness: 5570.470258
Iteration 32, Best Fitness: 3985.394316
Iteration 33, Best Fitness: 3985.394316
Iteration 34, Best Fitness: 3741.367473
Iteration 35, Best Fitness: 2839.784824
Iteration 36, Best Fitness: 2839.784824
Iteration 37, Best Fitness: 2369.903454
Iteration 38, Best Fitness: 2331.190783
Iteration 39, Best Fitness: 2131.723628
Iteration 40, Best Fitness: 2131.723628
Iteration 41, Best Fitness: 2027.549196
Iteration 42, Best Fitness: 1750.365393
Iteration 43, Best Fitness: 1750.365393
Iteration 44, Best Fitness: 1320.828794
Iteration 45, Best Fitness: 1320.828794
Iteration 46, Best Fitness: 1130.961240
Iteration 47, Best Fitness: 1130.961240
Iteration 48, Best Fitness: 1032.795672
Iteration 49, Best Fitness: 916.784059
Iteration 50, Best Fitness: 759.253820
Iteration 51, Best Fitness: 759.253820
Iteration 52, Best Fitness: 727.230446
Iteration 53, Best Fitness: 620.236542
Iteration 54, Best Fitness: 548.916003
Iteration 55, Best Fitness: 548.916003
Iteration 56, Best Fitness: 490.184257
Iteration 57, Best Fitness: 441.035492
Iteration 58, Best Fitness: 435.493633
Iteration 59, Best Fitness: 430.824543
Iteration 60, Best Fitness: 377.498543
Iteration 61, Best Fitness: 377.498543
Iteration 62, Best Fitness: 377.498543
Iteration 63, Best Fitness: 346.202833
Iteration 64, Best Fitness: 309.200178
Iteration 65, Best Fitness: 305.737015
Iteration 66, Best Fitness: 292.664249
Iteration 67, Best Fitness: 287.916263
Iteration 68, Best Fitness: 287.916263
Iteration 69, Best Fitness: 287.916263
Iteration 70, Best Fitness: 277.474455
Iteration 71, Best Fitness: 258.776418
Iteration 72, Best Fitness: 245.064734
Iteration 73, Best Fitness: 231.979413
Iteration 74, Best Fitness: 225.790525
Iteration 75, Best Fitness: 214.075802
Iteration 76, Best Fitness: 210.005057
Iteration 77, Best Fitness: 197.395767
Iteration 78, Best Fitness: 186.905361
Iteration 79, Best Fitness: 186.905361
Iteration 80, Best Fitness: 178.021726
Iteration 81, Best Fitness: 170.338540
Iteration 82, Best Fitness: 168.382365
Iteration 83, Best Fitness: 159.816424
Iteration 84, Best Fitness: 153.936519
Iteration 85, Best Fitness: 149.282990
Iteration 86, Best Fitness: 145.903321
Iteration 87, Best Fitness: 141.310926
Iteration 88, Best Fitness: 133.514549
Iteration 89, Best Fitness: 130.816904
Iteration 90, Best Fitness: 126.067033
Iteration 91, Best Fitness: 124.363831
Iteration 92, Best Fitness: 123.150496
Iteration 93, Best Fitness: 120.260449
Iteration 94, Best Fitness: 118.447984
Iteration 95, Best Fitness: 115.469255
Iteration 96, Best Fitness: 114.389363
Iteration 97, Best Fitness: 113.539988
Iteration 98, Best Fitness: 112.433084
Iteration 99, Best Fitness: 111.877858

Final Best Fitness: 111.87785766664658
Best Position Found:
[ 2.73640408 -5.08220788  3.6605134  -0.10114669 -3.10301118  3.09521234
  0.37195872 -5.20058696  3.82984576  2.93406981 -2.95734539 -1.9768785
  0.95069766  3.17214044 -3.8993471   4.07614656 -2.91865958 -2.75144569
  4.60905431 -0.56766218 -3.29361661  4.37338532 -4.13400327  3.99471538
 -0.91921011 -0.56838888 -2.6351371   4.60634692 -4.39620515  2.68038958]
