Optimization Log
Iteration 0, Best Fitness: 20.547380
Iteration 1, Best Fitness: 19.944611
Iteration 2, Best Fitness: 19.864059
Iteration 3, Best Fitness: 18.427737
Iteration 4, Best Fitness: 17.839003
Iteration 5, Best Fitness: 16.171274
Iteration 6, Best Fitness: 16.171274
Iteration 7, Best Fitness: 14.712100
Iteration 8, Best Fitness: 14.111364
Iteration 9, Best Fitness: 12.339192
Iteration 10, Best Fitness: 10.762201
Iteration 11, Best Fitness: 9.718759
Iteration 12, Best Fitness: 9.332487
Iteration 13, Best Fitness: 8.245852
Iteration 14, Best Fitness: 7.037926
Iteration 15, Best Fitness: 6.615975
Iteration 16, Best Fitness: 5.819648
Iteration 17, Best Fitness: 5.523511
Iteration 18, Best Fitness: 4.382120
Iteration 19, Best Fitness: 4.024727
Iteration 20, Best Fitness: 3.862402
Iteration 21, Best Fitness: 3.655287
Iteration 22, Best Fitness: 3.547934
Iteration 23, Best Fitness: 3.118450
Iteration 24, Best Fitness: 2.747747
Iteration 25, Best Fitness: 2.605000
Iteration 26, Best Fitness: 2.067230
Iteration 27, Best Fitness: 1.566234
Iteration 28, Best Fitness: 1.251288
Iteration 29, Best Fitness: 1.035422
Iteration 30, Best Fitness: 0.864452
Iteration 31, Best Fitness: 0.652676
Iteration 32, Best Fitness: 0.579398
Iteration 33, Best Fitness: 0.391378
Iteration 34, Best Fitness: 0.366633
Iteration 35, Best Fitness: 0.286505
Iteration 36, Best Fitness: 0.227513
Iteration 37, Best Fitness: 0.186406
Iteration 38, Best Fitness: 0.149431
Iteration 39, Best Fitness: 0.120759
Iteration 40, Best Fitness: 0.103516
Iteration 41, Best Fitness: 0.095840
Iteration 42, Best Fitness: 0.086443
Iteration 43, Best Fitness: 0.072260
Iteration 44, Best Fitness: 0.063113
Iteration 45, Best Fitness: 0.058662
Iteration 46, Best Fitness: 0.051074
Iteration 47, Best Fitness: 0.046536
Iteration 48, Best Fitness: 0.041087
Iteration 49, Best Fitness: 0.036836
Iteration 50, Best Fitness: 0.032157
Iteration 51, Best Fitness: 0.031273
Iteration 52, Best Fitness: 0.026917
Iteration 53, Best Fitness: 0.025254
Iteration 54, Best Fitness: 0.023692
Iteration 55, Best Fitness: 0.021764
Iteration 56, Best Fitness: 0.020349
Iteration 57, Best Fitness: 0.018572
Iteration 58, Best Fitness: 0.017194
Iteration 59, Best Fitness: 0.016207
Iteration 60, Best Fitness: 0.015138
Iteration 61, Best Fitness: 0.014331
Iteration 62, Best Fitness: 0.013363
Iteration 63, Best Fitness: 0.012476
Iteration 64, Best Fitness: 0.011873
Iteration 65, Best Fitness: 0.011100
Iteration 66, Best Fitness: 0.010540
Iteration 67, Best Fitness: 0.009917
Iteration 68, Best Fitness: 0.009324
Iteration 69, Best Fitness: 0.008931
Iteration 70, Best Fitness: 0.008540
Iteration 71, Best Fitness: 0.008312
Iteration 72, Best Fitness: 0.007919
Iteration 73, Best Fitness: 0.007637
Iteration 74, Best Fitness: 0.007380
Iteration 75, Best Fitness: 0.006917
Iteration 76, Best Fitness: 0.006680
Iteration 77, Best Fitness: 0.006391
Iteration 78, Best Fitness: 0.006311
Iteration 79, Best Fitness: 0.006125
Iteration 80, Best Fitness: 0.005975
Iteration 81, Best Fitness: 0.005799
Iteration 82, Best Fitness: 0.005651
Iteration 83, Best Fitness: 0.005474
Iteration 84, Best Fitness: 0.005426
Iteration 85, Best Fitness: 0.005260
Iteration 86, Best Fitness: 0.005202
Iteration 87, Best Fitness: 0.005054
Iteration 88, Best Fitness: 0.004989
Iteration 89, Best Fitness: 0.004866
Iteration 90, Best Fitness: 0.004822
Iteration 91, Best Fitness: 0.004737
Iteration 92, Best Fitness: 0.004672
Iteration 93, Best Fitness: 0.004623
Iteration 94, Best Fitness: 0.004571
Iteration 95, Best Fitness: 0.004536
Iteration 96, Best Fitness: 0.004496
Iteration 97, Best Fitness: 0.004477
Iteration 98, Best Fitness: 0.004444
Iteration 99, Best Fitness: 0.004443

Final Best Fitness: 0.004442863936521935
Best Position Found:
[ 1.12655148e-03  1.25752970e-03  9.83874124e-04  3.90438082e-04
  1.04696402e-03  1.40066976e-03  1.05507739e-03 -1.18847017e-03
  6.47616053e-05  1.43213707e-03 -9.80560703e-04  1.06819689e-03
  1.25352063e-03 -1.13898266e-03 -1.14837765e-03  8.27625531e-04
  1.27053128e-03  8.54759211e-04  1.18086284e-03  1.03203604e-03
 -1.33230507e-03  8.91655854e-04  1.24238213e-03  9.79403997e-04
  1.12739542e-03  9.92154814e-04  1.19432482e-03 -1.09828315e-03
  1.35439531e-03  8.77833607e-04]
