Optimization Log
Iteration 0, Best Fitness: 63680.978168
Iteration 1, Best Fitness: 38866.594891
Iteration 2, Best Fitness: 30475.655722
Iteration 3, Best Fitness: 15529.368623
Iteration 4, Best Fitness: 13182.920771
Iteration 5, Best Fitness: 13172.840451
Iteration 6, Best Fitness: 10144.008969
Iteration 7, Best Fitness: 5756.660517
Iteration 8, Best Fitness: 5756.660517
Iteration 9, Best Fitness: 4607.620939
Iteration 10, Best Fitness: 3389.738860
Iteration 11, Best Fitness: 2223.016768
Iteration 12, Best Fitness: 1810.435183
Iteration 13, Best Fitness: 1140.530189
Iteration 14, Best Fitness: 792.224178
Iteration 15, Best Fitness: 672.576291
Iteration 16, Best Fitness: 566.711006
Iteration 17, Best Fitness: 412.507198
Iteration 18, Best Fitness: 338.569833
Iteration 19, Best Fitness: 197.211780
Iteration 20, Best Fitness: 154.513758
Iteration 21, Best Fitness: 95.424383
Iteration 22, Best Fitness: 76.021395
Iteration 23, Best Fitness: 47.178547
Iteration 24, Best Fitness: 41.611060
Iteration 25, Best Fitness: 21.643118
Iteration 26, Best Fitness: 16.103422
Iteration 27, Best Fitness: 12.215847
Iteration 28, Best Fitness: 9.831471
Iteration 29, Best Fitness: 6.523593
Iteration 30, Best Fitness: 4.201036
Iteration 31, Best Fitness: 2.228864
Iteration 32, Best Fitness: 1.852751
Iteration 33, Best Fitness: 1.556742
Iteration 34, Best Fitness: 0.965276
Iteration 35, Best Fitness: 0.887538
Iteration 36, Best Fitness: 0.646530
Iteration 37, Best Fitness: 0.564781
Iteration 38, Best Fitness: 0.446414
Iteration 39, Best Fitness: 0.356085
Iteration 40, Best Fitness: 0.259064
Iteration 41, Best Fitness: 0.180437
Iteration 42, Best Fitness: 0.139598
Iteration 43, Best Fitness: 0.119117
Iteration 44, Best Fitness: 0.096822
Iteration 45, Best Fitness: 0.070883
Iteration 46, Best Fitness: 0.059527
Iteration 47, Best Fitness: 0.052693
Iteration 48, Best Fitness: 0.046083
Iteration 49, Best Fitness: 0.037532
Iteration 50, Best Fitness: 0.029373
Iteration 51, Best Fitness: 0.027363
Iteration 52, Best Fitness: 0.021980
Iteration 53, Best Fitness: 0.019653
Iteration 54, Best Fitness: 0.016281
Iteration 55, Best Fitness: 0.014470
Iteration 56, Best Fitness: 0.012600
Iteration 57, Best Fitness: 0.010792
Iteration 58, Best Fitness: 0.009108
Iteration 59, Best Fitness: 0.007788
Iteration 60, Best Fitness: 0.006777
Iteration 61, Best Fitness: 0.005980
Iteration 62, Best Fitness: 0.005106
Iteration 63, Best Fitness: 0.004648
Iteration 64, Best Fitness: 0.004162
Iteration 65, Best Fitness: 0.003742
Iteration 66, Best Fitness: 0.003310
Iteration 67, Best Fitness: 0.002961
Iteration 68, Best Fitness: 0.002724
Iteration 69, Best Fitness: 0.002377
Iteration 70, Best Fitness: 0.002101
Iteration 71, Best Fitness: 0.002050
Iteration 72, Best Fitness: 0.001749
Iteration 73, Best Fitness: 0.001623
Iteration 74, Best Fitness: 0.001485
Iteration 75, Best Fitness: 0.001325
Iteration 76, Best Fitness: 0.001244
Iteration 77, Best Fitness: 0.001195
Iteration 78, Best Fitness: 0.001137
Iteration 79, Best Fitness: 0.001068
Iteration 80, Best Fitness: 0.001007
Iteration 81, Best Fitness: 0.000929
Iteration 82, Best Fitness: 0.000895
Iteration 83, Best Fitness: 0.000842
Iteration 84, Best Fitness: 0.000795
Iteration 85, Best Fitness: 0.000775
Iteration 86, Best Fitness: 0.000741
Iteration 87, Best Fitness: 0.000703
Iteration 88, Best Fitness: 0.000688
Iteration 89, Best Fitness: 0.000658
Iteration 90, Best Fitness: 0.000643
Iteration 91, Best Fitness: 0.000627
Iteration 92, Best Fitness: 0.000613
Iteration 93, Best Fitness: 0.000600
Iteration 94, Best Fitness: 0.000589
Iteration 95, Best Fitness: 0.000580
Iteration 96, Best Fitness: 0.000574
Iteration 97, Best Fitness: 0.000565
Iteration 98, Best Fitness: 0.000560
Iteration 99, Best Fitness: 0.000559

Final Best Fitness: 0.0005594027968857921
Best Position Found:
[ 0.00480675 -0.00423211 -0.00414567 -0.00430319  0.00450266 -0.00455552
 -0.00443399 -0.00560736 -0.00344599  0.00430468  0.00400454  0.00462971
  0.00513845  0.0038338   0.00428752 -0.00433481  0.00494557 -0.0010078
  0.00425543 -0.00445647  0.0046663  -0.00478438 -0.00311951  0.00422057
 -0.00313668  0.00231798 -0.00545386  0.00495284 -0.00420306 -0.00464734]
