Optimization Log
Iteration 0, Best Fitness: 39882441.336827
Iteration 1, Best Fitness: 39882441.336827
Iteration 2, Best Fitness: 39882441.336827
Iteration 3, Best Fitness: 16738709.157852
Iteration 4, Best Fitness: 16738709.157852
Iteration 5, Best Fitness: 7357211.998492
Iteration 6, Best Fitness: 6481833.336219
Iteration 7, Best Fitness: 2899879.353922
Iteration 8, Best Fitness: 1965327.090918
Iteration 9, Best Fitness: 1257264.112418
Iteration 10, Best Fitness: 843842.293855
Iteration 11, Best Fitness: 843842.293855
Iteration 12, Best Fitness: 431624.138237
Iteration 13, Best Fitness: 216526.670788
Iteration 14, Best Fitness: 93075.078234
Iteration 15, Best Fitness: 91843.570395
Iteration 16, Best Fitness: 53312.526912
Iteration 17, Best Fitness: 33601.083420
Iteration 18, Best Fitness: 22559.252613
Iteration 19, Best Fitness: 15916.833062
Iteration 20, Best Fitness: 9584.998226
Iteration 21, Best Fitness: 6096.670914
Iteration 22, Best Fitness: 3039.701356
Iteration 23, Best Fitness: 1416.538607
Iteration 24, Best Fitness: 1416.538607
Iteration 25, Best Fitness: 978.473419
Iteration 26, Best Fitness: 650.661906
Iteration 27, Best Fitness: 372.632439
Iteration 28, Best Fitness: 308.349232
Iteration 29, Best Fitness: 266.246221
Iteration 30, Best Fitness: 260.591812
Iteration 31, Best Fitness: 182.809616
Iteration 32, Best Fitness: 146.217811
Iteration 33, Best Fitness: 125.437864
Iteration 34, Best Fitness: 107.167344
Iteration 35, Best Fitness: 90.326459
Iteration 36, Best Fitness: 67.401932
Iteration 37, Best Fitness: 58.529225
Iteration 38, Best Fitness: 48.404397
Iteration 39, Best Fitness: 42.194198
Iteration 40, Best Fitness: 37.701401
Iteration 41, Best Fitness: 34.320912
Iteration 42, Best Fitness: 29.882948
Iteration 43, Best Fitness: 28.931068
Iteration 44, Best Fitness: 26.934527
Iteration 45, Best Fitness: 25.682818
Iteration 46, Best Fitness: 23.696422
Iteration 47, Best Fitness: 23.316982
Iteration 48, Best Fitness: 21.715609
Iteration 49, Best Fitness: 21.504197
Iteration 50, Best Fitness: 21.188237
Iteration 51, Best Fitness: 20.709045
Iteration 52, Best Fitness: 20.387452
Iteration 53, Best Fitness: 20.092264
Iteration 54, Best Fitness: 19.833782
Iteration 55, Best Fitness: 19.661185
Iteration 56, Best Fitness: 19.438791
Iteration 57, Best Fitness: 19.383255
Iteration 58, Best Fitness: 19.270746
Iteration 59, Best Fitness: 19.192042
Iteration 60, Best Fitness: 19.107398
Iteration 61, Best Fitness: 19.051858
Iteration 62, Best Fitness: 19.001805
Iteration 63, Best Fitness: 18.979767
Iteration 64, Best Fitness: 18.932074
Iteration 65, Best Fitness: 18.909551
Iteration 66, Best Fitness: 18.891846
Iteration 67, Best Fitness: 18.873053
Iteration 68, Best Fitness: 18.853689
Iteration 69, Best Fitness: 18.841479
Iteration 70, Best Fitness: 18.829865
Iteration 71, Best Fitness: 18.818963
Iteration 72, Best Fitness: 18.806682
Iteration 73, Best Fitness: 18.799172
Iteration 74, Best Fitness: 18.791237
Iteration 75, Best Fitness: 18.782275
Iteration 76, Best Fitness: 18.776500
Iteration 77, Best Fitness: 18.771204
Iteration 78, Best Fitness: 18.764890
Iteration 79, Best Fitness: 18.759794
Iteration 80, Best Fitness: 18.756160
Iteration 81, Best Fitness: 18.750862
Iteration 82, Best Fitness: 18.747073
Iteration 83, Best Fitness: 18.744296
Iteration 84, Best Fitness: 18.740487
Iteration 85, Best Fitness: 18.740487
Iteration 86, Best Fitness: 18.739423
Iteration 87, Best Fitness: 18.736711
Iteration 88, Best Fitness: 18.736411
Iteration 89, Best Fitness: 18.735032
Iteration 90, Best Fitness: 18.733461
Iteration 91, Best Fitness: 18.732234
Iteration 92, Best Fitness: 18.730920
Iteration 93, Best Fitness: 18.730030
Iteration 94, Best Fitness: 18.728984
Iteration 95, Best Fitness: 18.728207
Iteration 96, Best Fitness: 18.727758
Iteration 97, Best Fitness: 18.727214
Iteration 98, Best Fitness: 18.726803
Iteration 99, Best Fitness: 18.726639

Final Best Fitness: 18.726638847668813
Best Position Found:
[ 0.15848977 -0.00110939 -0.00279679  0.00979733  0.00314331 -0.00257408
  0.01129632  0.01100903 -0.00243209 -0.00183604  0.01124808  0.00468846
 -0.00173814  0.00902762 -0.00321247  0.01116013 -0.00225662  0.01007323
  0.01123495  0.00301776]
