Optimization Log
Iteration 0, Best Fitness: 403.305099
Iteration 1, Best Fitness: 403.305099
Iteration 2, Best Fitness: 379.256079
Iteration 3, Best Fitness: 379.256079
Iteration 4, Best Fitness: 363.743376
Iteration 5, Best Fitness: 339.261402
Iteration 6, Best Fitness: 316.602765
Iteration 7, Best Fitness: 294.250265
Iteration 8, Best Fitness: 294.250265
Iteration 9, Best Fitness: 294.250265
Iteration 10, Best Fitness: 294.250265
Iteration 11, Best Fitness: 245.924760
Iteration 12, Best Fitness: 245.924760
Iteration 13, Best Fitness: 245.924760
Iteration 14, Best Fitness: 245.924760
Iteration 15, Best Fitness: 245.924760
Iteration 16, Best Fitness: 245.924760
Iteration 17, Best Fitness: 222.033400
Iteration 18, Best Fitness: 222.033400
Iteration 19, Best Fitness: 222.033400
Iteration 20, Best Fitness: 222.033400
Iteration 21, Best Fitness: 212.597482
Iteration 22, Best Fitness: 212.597482
Iteration 23, Best Fitness: 197.077837
Iteration 24, Best Fitness: 197.077837
Iteration 25, Best Fitness: 194.076276
Iteration 26, Best Fitness: 181.837750
Iteration 27, Best Fitness: 181.837750
Iteration 28, Best Fitness: 136.903531
Iteration 29, Best Fitness: 136.903531
Iteration 30, Best Fitness: 136.903531
Iteration 31, Best Fitness: 122.685819
Iteration 32, Best Fitness: 122.685819
Iteration 33, Best Fitness: 122.685819
Iteration 34, Best Fitness: 122.685819
Iteration 35, Best Fitness: 122.685819
Iteration 36, Best Fitness: 122.685819
Iteration 37, Best Fitness: 122.685819
Iteration 38, Best Fitness: 122.685819
Iteration 39, Best Fitness: 122.685819
Iteration 40, Best Fitness: 122.685819
Iteration 41, Best Fitness: 114.161990
Iteration 42, Best Fitness: 104.750692
Iteration 43, Best Fitness: 104.750692
Iteration 44, Best Fitness: 95.245017
Iteration 45, Best Fitness: 95.245017
Iteration 46, Best Fitness: 93.490855
Iteration 47, Best Fitness: 93.490855
Iteration 48, Best Fitness: 93.490855
Iteration 49, Best Fitness: 84.745343
Iteration 50, Best Fitness: 84.745343
Iteration 51, Best Fitness: 84.745343
Iteration 52, Best Fitness: 65.722961
Iteration 53, Best Fitness: 65.722961
Iteration 54, Best Fitness: 49.809576
Iteration 55, Best Fitness: 49.809576
Iteration 56, Best Fitness: 49.809576
Iteration 57, Best Fitness: 49.809576
Iteration 58, Best Fitness: 49.809576
Iteration 59, Best Fitness: 49.809576
Iteration 60, Best Fitness: 49.125536
Iteration 61, Best Fitness: 49.125536
Iteration 62, Best Fitness: 49.125536
Iteration 63, Best Fitness: 49.125536
Iteration 64, Best Fitness: 49.125536
Iteration 65, Best Fitness: 49.125536
Iteration 66, Best Fitness: 49.125536
Iteration 67, Best Fitness: 48.612121
Iteration 68, Best Fitness: 48.612121
Iteration 69, Best Fitness: 48.612121
Iteration 70, Best Fitness: 46.338064
Iteration 71, Best Fitness: 44.331350
Iteration 72, Best Fitness: 44.331350
Iteration 73, Best Fitness: 36.253960
Iteration 74, Best Fitness: 36.253960
Iteration 75, Best Fitness: 36.253960
Iteration 76, Best Fitness: 36.253960
Iteration 77, Best Fitness: 36.253960
Iteration 78, Best Fitness: 36.200528
Iteration 79, Best Fitness: 36.200528
Iteration 80, Best Fitness: 36.200528
Iteration 81, Best Fitness: 33.022809
Iteration 82, Best Fitness: 30.188989
Iteration 83, Best Fitness: 30.188989
Iteration 84, Best Fitness: 30.188989
Iteration 85, Best Fitness: 28.679553
Iteration 86, Best Fitness: 28.679553
Iteration 87, Best Fitness: 28.679553
Iteration 88, Best Fitness: 27.516824
Iteration 89, Best Fitness: 27.516824
Iteration 90, Best Fitness: 27.516824
Iteration 91, Best Fitness: 27.516824
Iteration 92, Best Fitness: 27.349066
Iteration 93, Best Fitness: 27.326642
Iteration 94, Best Fitness: 27.090197
Iteration 95, Best Fitness: 27.007822
Iteration 96, Best Fitness: 26.249588
Iteration 97, Best Fitness: 25.968104
Iteration 98, Best Fitness: 25.694577
Iteration 99, Best Fitness: 25.626935

Final Best Fitness: 25.626935387487833
Best Position Found:
[ 0.09408642 -0.01859306 -0.03447848 -0.01315274 -0.08939085 -0.00596193
 -1.00314306 -0.00413859 -0.99047116 -0.02790065  1.99540189 -0.99859361
 -0.06856042  0.00969897  0.99065738  0.97038208 -1.00398864 -0.98807346
  1.01158898 -0.97631712 -0.0486404   1.0044822   0.00497232 -0.00514913
 -0.02196212  0.14343868  0.99816005  1.01972574  0.03102114 -0.00357101]
