Optimization Log
Iteration 0, Best Fitness: 90970.355405
Iteration 1, Best Fitness: 69722.471982
Iteration 2, Best Fitness: 58492.720261
Iteration 3, Best Fitness: 40830.220152
Iteration 4, Best Fitness: 36401.738939
Iteration 5, Best Fitness: 30232.403382
Iteration 6, Best Fitness: 24199.302323
Iteration 7, Best Fitness: 18379.639764
Iteration 8, Best Fitness: 16930.466762
Iteration 9, Best Fitness: 8558.184038
Iteration 10, Best Fitness: 6613.937559
Iteration 11, Best Fitness: 6028.685072
Iteration 12, Best Fitness: 4992.849350
Iteration 13, Best Fitness: 3128.993792
Iteration 14, Best Fitness: 2603.756776
Iteration 15, Best Fitness: 2157.611182
Iteration 16, Best Fitness: 1757.215774
Iteration 17, Best Fitness: 1109.318669
Iteration 18, Best Fitness: 855.697470
Iteration 19, Best Fitness: 485.714121
Iteration 20, Best Fitness: 459.318072
Iteration 21, Best Fitness: 375.490622
Iteration 22, Best Fitness: 274.560677
Iteration 23, Best Fitness: 182.681953
Iteration 24, Best Fitness: 149.503786
Iteration 25, Best Fitness: 114.073918
Iteration 26, Best Fitness: 96.089180
Iteration 27, Best Fitness: 68.848556
Iteration 28, Best Fitness: 51.624829
Iteration 29, Best Fitness: 44.364607
Iteration 30, Best Fitness: 30.806023
Iteration 31, Best Fitness: 22.387843
Iteration 32, Best Fitness: 18.159194
Iteration 33, Best Fitness: 14.474103
Iteration 34, Best Fitness: 11.546838
Iteration 35, Best Fitness: 6.984775
Iteration 36, Best Fitness: 5.796415
Iteration 37, Best Fitness: 4.220266
Iteration 38, Best Fitness: 3.445623
Iteration 39, Best Fitness: 2.625026
Iteration 40, Best Fitness: 2.335384
Iteration 41, Best Fitness: 1.887782
Iteration 42, Best Fitness: 1.418260
Iteration 43, Best Fitness: 1.124017
Iteration 44, Best Fitness: 1.021656
Iteration 45, Best Fitness: 0.913153
Iteration 46, Best Fitness: 0.704378
Iteration 47, Best Fitness: 0.645188
Iteration 48, Best Fitness: 0.518098
Iteration 49, Best Fitness: 0.470703
Iteration 50, Best Fitness: 0.384490
Iteration 51, Best Fitness: 0.328966
Iteration 52, Best Fitness: 0.268528
Iteration 53, Best Fitness: 0.248201
Iteration 54, Best Fitness: 0.207546
Iteration 55, Best Fitness: 0.180961
Iteration 56, Best Fitness: 0.143922
Iteration 57, Best Fitness: 0.128230
Iteration 58, Best Fitness: 0.110636
Iteration 59, Best Fitness: 0.097247
Iteration 60, Best Fitness: 0.086949
Iteration 61, Best Fitness: 0.079457
Iteration 62, Best Fitness: 0.065455
Iteration 63, Best Fitness: 0.062438
Iteration 64, Best Fitness: 0.056748
Iteration 65, Best Fitness: 0.050945
Iteration 66, Best Fitness: 0.045817
Iteration 67, Best Fitness: 0.041219
Iteration 68, Best Fitness: 0.038336
Iteration 69, Best Fitness: 0.035193
Iteration 70, Best Fitness: 0.032429
Iteration 71, Best Fitness: 0.030196
Iteration 72, Best Fitness: 0.027858
Iteration 73, Best Fitness: 0.025309
Iteration 74, Best Fitness: 0.024255
Iteration 75, Best Fitness: 0.022553
Iteration 76, Best Fitness: 0.020661
Iteration 77, Best Fitness: 0.019809
Iteration 78, Best Fitness: 0.018828
Iteration 79, Best Fitness: 0.018071
Iteration 80, Best Fitness: 0.016840
Iteration 81, Best Fitness: 0.016358
Iteration 82, Best Fitness: 0.015382
Iteration 83, Best Fitness: 0.014511
Iteration 84, Best Fitness: 0.013812
Iteration 85, Best Fitness: 0.013494
Iteration 86, Best Fitness: 0.013101
Iteration 87, Best Fitness: 0.012484
Iteration 88, Best Fitness: 0.012197
Iteration 89, Best Fitness: 0.011646
Iteration 90, Best Fitness: 0.011396
Iteration 91, Best Fitness: 0.010953
Iteration 92, Best Fitness: 0.010817
Iteration 93, Best Fitness: 0.010512
Iteration 94, Best Fitness: 0.010306
Iteration 95, Best Fitness: 0.010134
Iteration 96, Best Fitness: 0.010027
Iteration 97, Best Fitness: 0.009903
Iteration 98, Best Fitness: 0.009833
Iteration 99, Best Fitness: 0.009805

Final Best Fitness: 0.009805399633408466
Best Position Found:
[-0.01666094 -0.01575497 -0.01846638 -0.01758784  0.01499204 -0.01610832
  0.01377803 -0.01761427  0.01928048  0.00971413 -0.01546977 -0.01388209
  0.01300907  0.01419671  0.01570236  0.01677584  0.01658152 -0.01823991
  0.01723016  0.01477634 -0.00763758  0.01716728  0.01298017 -0.01232963
  0.01689527 -0.01688571 -0.01671616 -0.01578269  0.01725309  0.01554884
 -0.01352503 -0.01571997  0.0107245   0.01788384 -0.01650639 -0.01507819
 -0.01906547 -0.01741989 -0.00628984  0.01848937]
