Optimization Log
Iteration 0, Best Fitness: 37344.141378
Iteration 1, Best Fitness: 30247.266845
Iteration 2, Best Fitness: 23573.956713
Iteration 3, Best Fitness: 21685.357257
Iteration 4, Best Fitness: 10824.211083
Iteration 5, Best Fitness: 10076.670015
Iteration 6, Best Fitness: 5602.480807
Iteration 7, Best Fitness: 5602.480807
Iteration 8, Best Fitness: 3723.313563
Iteration 9, Best Fitness: 2572.169259
Iteration 10, Best Fitness: 1972.574745
Iteration 11, Best Fitness: 1477.697562
Iteration 12, Best Fitness: 791.585442
Iteration 13, Best Fitness: 736.722813
Iteration 14, Best Fitness: 449.322583
Iteration 15, Best Fitness: 359.320763
Iteration 16, Best Fitness: 140.477498
Iteration 17, Best Fitness: 140.477498
Iteration 18, Best Fitness: 101.752264
Iteration 19, Best Fitness: 53.495710
Iteration 20, Best Fitness: 41.620186
Iteration 21, Best Fitness: 26.764551
Iteration 22, Best Fitness: 21.928499
Iteration 23, Best Fitness: 11.564500
Iteration 24, Best Fitness: 10.252503
Iteration 25, Best Fitness: 7.796200
Iteration 26, Best Fitness: 4.877610
Iteration 27, Best Fitness: 3.225381
Iteration 28, Best Fitness: 2.677208
Iteration 29, Best Fitness: 1.675371
Iteration 30, Best Fitness: 1.155593
Iteration 31, Best Fitness: 1.001598
Iteration 32, Best Fitness: 0.685849
Iteration 33, Best Fitness: 0.566363
Iteration 34, Best Fitness: 0.325310
Iteration 35, Best Fitness: 0.325310
Iteration 36, Best Fitness: 0.242197
Iteration 37, Best Fitness: 0.181950
Iteration 38, Best Fitness: 0.136223
Iteration 39, Best Fitness: 0.089101
Iteration 40, Best Fitness: 0.064952
Iteration 41, Best Fitness: 0.050547
Iteration 42, Best Fitness: 0.050547
Iteration 43, Best Fitness: 0.042779
Iteration 44, Best Fitness: 0.033031
Iteration 45, Best Fitness: 0.026268
Iteration 46, Best Fitness: 0.020725
Iteration 47, Best Fitness: 0.015610
Iteration 48, Best Fitness: 0.013173
Iteration 49, Best Fitness: 0.010597
Iteration 50, Best Fitness: 0.008101
Iteration 51, Best Fitness: 0.007176
Iteration 52, Best Fitness: 0.005121
Iteration 53, Best Fitness: 0.004670
Iteration 54, Best Fitness: 0.004092
Iteration 55, Best Fitness: 0.003834
Iteration 56, Best Fitness: 0.003100
Iteration 57, Best Fitness: 0.002587
Iteration 58, Best Fitness: 0.002537
Iteration 59, Best Fitness: 0.002152
Iteration 60, Best Fitness: 0.001959
Iteration 61, Best Fitness: 0.001855
Iteration 62, Best Fitness: 0.001584
Iteration 63, Best Fitness: 0.001420
Iteration 64, Best Fitness: 0.001225
Iteration 65, Best Fitness: 0.001097
Iteration 66, Best Fitness: 0.001045
Iteration 67, Best Fitness: 0.000962
Iteration 68, Best Fitness: 0.000818
Iteration 69, Best Fitness: 0.000725
Iteration 70, Best Fitness: 0.000684
Iteration 71, Best Fitness: 0.000635
Iteration 72, Best Fitness: 0.000574
Iteration 73, Best Fitness: 0.000570
Iteration 74, Best Fitness: 0.000478
Iteration 75, Best Fitness: 0.000433
Iteration 76, Best Fitness: 0.000411
Iteration 77, Best Fitness: 0.000378
Iteration 78, Best Fitness: 0.000353
Iteration 79, Best Fitness: 0.000334
Iteration 80, Best Fitness: 0.000308
Iteration 81, Best Fitness: 0.000291
Iteration 82, Best Fitness: 0.000279
Iteration 83, Best Fitness: 0.000272
Iteration 84, Best Fitness: 0.000258
Iteration 85, Best Fitness: 0.000245
Iteration 86, Best Fitness: 0.000235
Iteration 87, Best Fitness: 0.000231
Iteration 88, Best Fitness: 0.000224
Iteration 89, Best Fitness: 0.000215
Iteration 90, Best Fitness: 0.000209
Iteration 91, Best Fitness: 0.000201
Iteration 92, Best Fitness: 0.000193
Iteration 93, Best Fitness: 0.000193
Iteration 94, Best Fitness: 0.000187
Iteration 95, Best Fitness: 0.000186
Iteration 96, Best Fitness: 0.000183
Iteration 97, Best Fitness: 0.000181
Iteration 98, Best Fitness: 0.000180
Iteration 99, Best Fitness: 0.000179

Final Best Fitness: 0.00017947375982823135
Best Position Found:
[ 0.0030215   0.00321776  0.00205935  0.00344691  0.00390878  0.00348027
  0.00311544  0.00256967  0.00295075 -0.00301452 -0.00296268 -0.00258355
  0.00278369  0.00287216  0.00138961 -0.00329815  0.00276394 -0.00356718
  0.00218786 -0.00360053]
