Optimization Log
Iteration 0, Best Fitness: 453947835.606881
Iteration 1, Best Fitness: 354706924.015933
Iteration 2, Best Fitness: 205827393.611756
Iteration 3, Best Fitness: 134732183.800284
Iteration 4, Best Fitness: 81565771.029068
Iteration 5, Best Fitness: 1005584.228331
Iteration 6, Best Fitness: 1005584.228331
Iteration 7, Best Fitness: 1005584.228331
Iteration 8, Best Fitness: 401922.108603
Iteration 9, Best Fitness: 35224.349396
Iteration 10, Best Fitness: 1030.210801
Iteration 11, Best Fitness: 852.731791
Iteration 12, Best Fitness: 27.460613
Iteration 13, Best Fitness: 27.460613
Iteration 14, Best Fitness: 14.332531
Iteration 15, Best Fitness: 10.841704
Iteration 16, Best Fitness: 7.951178
Iteration 17, Best Fitness: 3.842589
Iteration 18, Best Fitness: 3.266719
Iteration 19, Best Fitness: 2.440169
Iteration 20, Best Fitness: 2.148298
Iteration 21, Best Fitness: 1.446712
Iteration 22, Best Fitness: 1.386677
Iteration 23, Best Fitness: 0.818885
Iteration 24, Best Fitness: 0.778426
Iteration 25, Best Fitness: 0.441854
Iteration 26, Best Fitness: 0.441854
Iteration 27, Best Fitness: 0.325907
Iteration 28, Best Fitness: 0.290840
Iteration 29, Best Fitness: 0.290840
Iteration 30, Best Fitness: 0.246581
Iteration 31, Best Fitness: 0.231407
Iteration 32, Best Fitness: 0.225373
Iteration 33, Best Fitness: 0.225373
Iteration 34, Best Fitness: 0.225373
Iteration 35, Best Fitness: 0.224791
Iteration 36, Best Fitness: 0.200363
Iteration 37, Best Fitness: 0.200363
Iteration 38, Best Fitness: 0.178500
Iteration 39, Best Fitness: 0.178500
Iteration 40, Best Fitness: 0.178500
Iteration 41, Best Fitness: 0.178500
Iteration 42, Best Fitness: 0.171823
Iteration 43, Best Fitness: 0.171823
Iteration 44, Best Fitness: 0.162139
Iteration 45, Best Fitness: 0.162139
Iteration 46, Best Fitness: 0.162139
Iteration 47, Best Fitness: 0.162139
Iteration 48, Best Fitness: 0.162139
Iteration 49, Best Fitness: 0.154493
Iteration 50, Best Fitness: 0.154493
Iteration 51, Best Fitness: 0.154493
Iteration 52, Best Fitness: 0.154493
Iteration 53, Best Fitness: 0.154493
Iteration 54, Best Fitness: 0.154493
Iteration 55, Best Fitness: 0.143750
Iteration 56, Best Fitness: 0.143750
Iteration 57, Best Fitness: 0.143750
Iteration 58, Best Fitness: 0.143750
Iteration 59, Best Fitness: 0.143750
Iteration 60, Best Fitness: 0.143750
Iteration 61, Best Fitness: 0.143750
Iteration 62, Best Fitness: 0.141752
Iteration 63, Best Fitness: 0.141752
Iteration 64, Best Fitness: 0.136954
Iteration 65, Best Fitness: 0.136954
Iteration 66, Best Fitness: 0.136954
Iteration 67, Best Fitness: 0.136954
Iteration 68, Best Fitness: 0.136954
Iteration 69, Best Fitness: 0.136954
Iteration 70, Best Fitness: 0.133901
Iteration 71, Best Fitness: 0.133901
Iteration 72, Best Fitness: 0.133901
Iteration 73, Best Fitness: 0.133901
Iteration 74, Best Fitness: 0.133901
Iteration 75, Best Fitness: 0.133901
Iteration 76, Best Fitness: 0.133394
Iteration 77, Best Fitness: 0.133394
Iteration 78, Best Fitness: 0.133355
Iteration 79, Best Fitness: 0.133355
Iteration 80, Best Fitness: 0.133355
Iteration 81, Best Fitness: 0.133355
Iteration 82, Best Fitness: 0.133355
Iteration 83, Best Fitness: 0.132702
Iteration 84, Best Fitness: 0.131837
Iteration 85, Best Fitness: 0.131837
Iteration 86, Best Fitness: 0.131837
Iteration 87, Best Fitness: 0.130686
Iteration 88, Best Fitness: 0.130686
Iteration 89, Best Fitness: 0.130137
Iteration 90, Best Fitness: 0.130137
Iteration 91, Best Fitness: 0.129903
Iteration 92, Best Fitness: 0.129903
Iteration 93, Best Fitness: 0.129537
Iteration 94, Best Fitness: 0.129093
Iteration 95, Best Fitness: 0.128871
Iteration 96, Best Fitness: 0.128576
Iteration 97, Best Fitness: 0.128576
Iteration 98, Best Fitness: 0.128407
Iteration 99, Best Fitness: 0.128240

Final Best Fitness: 0.128240291013846
Best Position Found:
[-1.00122717 -0.97338935  0.09793174 -1.00509588  0.04358088 -1.01271996
 -0.58654819 -1.0187711  -0.87908431 -1.01338361 -0.20059171 -0.99291275
  0.18925576 -0.98519366  0.01763868 -1.00991881 -0.93722649 -0.9961557
  0.02145346  0.02117848]
