Optimization Log
Iteration 0, Best Fitness: 8627340495.006201
Iteration 1, Best Fitness: 8627340495.006201
Iteration 2, Best Fitness: 2912667894.118321
Iteration 3, Best Fitness: 1594599342.712096
Iteration 4, Best Fitness: 792508075.765127
Iteration 5, Best Fitness: 518717673.831725
Iteration 6, Best Fitness: 73131233.675841
Iteration 7, Best Fitness: 73131233.675841
Iteration 8, Best Fitness: 45708392.631121
Iteration 9, Best Fitness: 27807540.390147
Iteration 10, Best Fitness: 17305192.727161
Iteration 11, Best Fitness: 9390925.535621
Iteration 12, Best Fitness: 2867290.479066
Iteration 13, Best Fitness: 1356439.020582
Iteration 14, Best Fitness: 816371.421949
Iteration 15, Best Fitness: 444976.617029
Iteration 16, Best Fitness: 356945.673395
Iteration 17, Best Fitness: 91494.439880
Iteration 18, Best Fitness: 83073.027594
Iteration 19, Best Fitness: 43284.921561
Iteration 20, Best Fitness: 33264.238220
Iteration 21, Best Fitness: 17097.968640
Iteration 22, Best Fitness: 8472.216657
Iteration 23, Best Fitness: 3792.968859
Iteration 24, Best Fitness: 2809.876224
Iteration 25, Best Fitness: 1299.289911
Iteration 26, Best Fitness: 682.054105
Iteration 27, Best Fitness: 414.867612
Iteration 28, Best Fitness: 174.617248
Iteration 29, Best Fitness: 93.049029
Iteration 30, Best Fitness: 58.276880
Iteration 31, Best Fitness: 35.637647
Iteration 32, Best Fitness: 16.218283
Iteration 33, Best Fitness: 16.218283
Iteration 34, Best Fitness: 9.306117
Iteration 35, Best Fitness: 5.358895
Iteration 36, Best Fitness: 3.831160
Iteration 37, Best Fitness: 2.813190
Iteration 38, Best Fitness: 2.024443
Iteration 39, Best Fitness: 1.293107
Iteration 40, Best Fitness: 0.942185
Iteration 41, Best Fitness: 0.786657
Iteration 42, Best Fitness: 0.520600
Iteration 43, Best Fitness: 0.449166
Iteration 44, Best Fitness: 0.338518
Iteration 45, Best Fitness: 0.299820
Iteration 46, Best Fitness: 0.269530
Iteration 47, Best Fitness: 0.170977
Iteration 48, Best Fitness: 0.160370
Iteration 49, Best Fitness: 0.150000
Iteration 50, Best Fitness: 0.141897
Iteration 51, Best Fitness: 0.137733
Iteration 52, Best Fitness: 0.123881
Iteration 53, Best Fitness: 0.100456
Iteration 54, Best Fitness: 0.087623
Iteration 55, Best Fitness: 0.087623
Iteration 56, Best Fitness: 0.087623
Iteration 57, Best Fitness: 0.081358
Iteration 58, Best Fitness: 0.081358
Iteration 59, Best Fitness: 0.077555
Iteration 60, Best Fitness: 0.066725
Iteration 61, Best Fitness: 0.066725
Iteration 62, Best Fitness: 0.066725
Iteration 63, Best Fitness: 0.066725
Iteration 64, Best Fitness: 0.066725
Iteration 65, Best Fitness: 0.066725
Iteration 66, Best Fitness: 0.050483
Iteration 67, Best Fitness: 0.050483
Iteration 68, Best Fitness: 0.050483
Iteration 69, Best Fitness: 0.050483
Iteration 70, Best Fitness: 0.050483
Iteration 71, Best Fitness: 0.050483
Iteration 72, Best Fitness: 0.050483
Iteration 73, Best Fitness: 0.050483
Iteration 74, Best Fitness: 0.050483
Iteration 75, Best Fitness: 0.050483
Iteration 76, Best Fitness: 0.050483
Iteration 77, Best Fitness: 0.046865
Iteration 78, Best Fitness: 0.046865
Iteration 79, Best Fitness: 0.046865
Iteration 80, Best Fitness: 0.046865
Iteration 81, Best Fitness: 0.046865
Iteration 82, Best Fitness: 0.046865
Iteration 83, Best Fitness: 0.046865
Iteration 84, Best Fitness: 0.046865
Iteration 85, Best Fitness: 0.046865
Iteration 86, Best Fitness: 0.046865
Iteration 87, Best Fitness: 0.046865
Iteration 88, Best Fitness: 0.046865
Iteration 89, Best Fitness: 0.046865
Iteration 90, Best Fitness: 0.046241
Iteration 91, Best Fitness: 0.046241
Iteration 92, Best Fitness: 0.046241
Iteration 93, Best Fitness: 0.046241
Iteration 94, Best Fitness: 0.046241
Iteration 95, Best Fitness: 0.046241
Iteration 96, Best Fitness: 0.046241
Iteration 97, Best Fitness: 0.046241
Iteration 98, Best Fitness: 0.046241
Iteration 99, Best Fitness: 0.046241

Final Best Fitness: 0.04624078345161815
Best Position Found:
[-0.24135982 -0.10493515  0.05550577 -0.10048215 -0.01044784 -0.05454938
 -0.06683325  0.10705674  0.0855768   0.1810314   0.12117549  0.02782381
  0.09830526 -0.06368325 -0.03646802  0.08134642  0.12382907 -0.05975661
 -0.0997878   0.09848549  0.04154013 -0.05479661 -0.08626453 -0.01305554
  0.03274773 -0.09117731 -0.08789615 -0.0272095  -0.12354104  0.07008082]
