Optimization Log
Iteration 0, Best Fitness: 276365995.250966
Iteration 1, Best Fitness: 192572084.201184
Iteration 2, Best Fitness: 192572084.201184
Iteration 3, Best Fitness: 140476816.177334
Iteration 4, Best Fitness: 97889086.058236
Iteration 5, Best Fitness: 64313787.679966
Iteration 6, Best Fitness: 35588073.540728
Iteration 7, Best Fitness: 29612616.763309
Iteration 8, Best Fitness: 19326998.621881
Iteration 9, Best Fitness: 19326998.621881
Iteration 10, Best Fitness: 17981631.416864
Iteration 11, Best Fitness: 10980730.434108
Iteration 12, Best Fitness: 6759767.995387
Iteration 13, Best Fitness: 4220798.943863
Iteration 14, Best Fitness: 3074391.841140
Iteration 15, Best Fitness: 1535515.242137
Iteration 16, Best Fitness: 1535515.242137
Iteration 17, Best Fitness: 768156.685452
Iteration 18, Best Fitness: 768156.685452
Iteration 19, Best Fitness: 555455.752142
Iteration 20, Best Fitness: 307570.504364
Iteration 21, Best Fitness: 117616.557293
Iteration 22, Best Fitness: 112450.728355
Iteration 23, Best Fitness: 74179.883156
Iteration 24, Best Fitness: 49799.258525
Iteration 25, Best Fitness: 38750.659675
Iteration 26, Best Fitness: 30247.180601
Iteration 27, Best Fitness: 20375.401635
Iteration 28, Best Fitness: 10679.776695
Iteration 29, Best Fitness: 10679.776695
Iteration 30, Best Fitness: 7453.040983
Iteration 31, Best Fitness: 6045.755782
Iteration 32, Best Fitness: 4168.167646
Iteration 33, Best Fitness: 3008.613525
Iteration 34, Best Fitness: 2512.316110
Iteration 35, Best Fitness: 2179.986804
Iteration 36, Best Fitness: 1476.860388
Iteration 37, Best Fitness: 1251.022297
Iteration 38, Best Fitness: 1003.957171
Iteration 39, Best Fitness: 688.362267
Iteration 40, Best Fitness: 658.472924
Iteration 41, Best Fitness: 590.313107
Iteration 42, Best Fitness: 473.279649
Iteration 43, Best Fitness: 374.313354
Iteration 44, Best Fitness: 367.359583
Iteration 45, Best Fitness: 328.442525
Iteration 46, Best Fitness: 293.854658
Iteration 47, Best Fitness: 266.778582
Iteration 48, Best Fitness: 228.135931
Iteration 49, Best Fitness: 212.481268
Iteration 50, Best Fitness: 179.864140
Iteration 51, Best Fitness: 167.558190
Iteration 52, Best Fitness: 154.727585
Iteration 53, Best Fitness: 146.373593
Iteration 54, Best Fitness: 124.889847
Iteration 55, Best Fitness: 113.152920
Iteration 56, Best Fitness: 105.312387
Iteration 57, Best Fitness: 103.700610
Iteration 58, Best Fitness: 96.486569
Iteration 59, Best Fitness: 90.310083
Iteration 60, Best Fitness: 83.876132
Iteration 61, Best Fitness: 78.649913
Iteration 62, Best Fitness: 76.547948
Iteration 63, Best Fitness: 72.544991
Iteration 64, Best Fitness: 71.688176
Iteration 65, Best Fitness: 68.223247
Iteration 66, Best Fitness: 64.467852
Iteration 67, Best Fitness: 61.913368
Iteration 68, Best Fitness: 60.597295
Iteration 69, Best Fitness: 59.115611
Iteration 70, Best Fitness: 57.364353
Iteration 71, Best Fitness: 55.979531
Iteration 72, Best Fitness: 55.001998
Iteration 73, Best Fitness: 53.788169
Iteration 74, Best Fitness: 53.706107
Iteration 75, Best Fitness: 52.468159
Iteration 76, Best Fitness: 51.881435
Iteration 77, Best Fitness: 51.407704
Iteration 78, Best Fitness: 51.178284
Iteration 79, Best Fitness: 50.373080
Iteration 80, Best Fitness: 49.464336
Iteration 81, Best Fitness: 49.063532
Iteration 82, Best Fitness: 48.564392
Iteration 83, Best Fitness: 48.114562
Iteration 84, Best Fitness: 47.728220
Iteration 85, Best Fitness: 47.336501
Iteration 86, Best Fitness: 47.159477
Iteration 87, Best Fitness: 46.838206
Iteration 88, Best Fitness: 46.667552
Iteration 89, Best Fitness: 46.372616
Iteration 90, Best Fitness: 46.219015
Iteration 91, Best Fitness: 46.003159
Iteration 92, Best Fitness: 45.852672
Iteration 93, Best Fitness: 45.760119
Iteration 94, Best Fitness: 45.621237
Iteration 95, Best Fitness: 45.507234
Iteration 96, Best Fitness: 45.471750
Iteration 97, Best Fitness: 45.389184
Iteration 98, Best Fitness: 45.344028
Iteration 99, Best Fitness: 45.327959

Final Best Fitness: 45.32795914047453
Best Position Found:
[ 0.1893219   0.02799018 -0.04019283  0.0639574   0.0482617  -0.05169638
  0.04000748 -0.03414186 -0.04616922  0.03321439  0.05669979 -0.04739298
 -0.033484    0.05686573  0.03137258 -0.04324811  0.04275737 -0.04979217
  0.04701858 -0.00553942  0.05082444  0.02964003 -0.04589666  0.04584337
  0.0166753   0.04752541 -0.04722665  0.02903413  0.03848735 -0.03430873
 -0.04104723 -0.03083224 -0.038934   -0.0328685  -0.02900979  0.0597972
  0.04454596 -0.03461407  0.04989867  0.05598016]
