Optimization Log
Iteration 0, Best Fitness: 302.661902
Iteration 1, Best Fitness: 219.854456
Iteration 2, Best Fitness: 219.854456
Iteration 3, Best Fitness: 197.288509
Iteration 4, Best Fitness: 197.288509
Iteration 5, Best Fitness: 197.288509
Iteration 6, Best Fitness: 197.288509
Iteration 7, Best Fitness: 197.288509
Iteration 8, Best Fitness: 195.191366
Iteration 9, Best Fitness: 181.452882
Iteration 10, Best Fitness: 181.452882
Iteration 11, Best Fitness: 181.452882
Iteration 12, Best Fitness: 181.452882
Iteration 13, Best Fitness: 181.452882
Iteration 14, Best Fitness: 161.148141
Iteration 15, Best Fitness: 161.148141
Iteration 16, Best Fitness: 149.852912
Iteration 17, Best Fitness: 149.852912
Iteration 18, Best Fitness: 149.852912
Iteration 19, Best Fitness: 149.852912
Iteration 20, Best Fitness: 149.852912
Iteration 21, Best Fitness: 148.773366
Iteration 22, Best Fitness: 127.013475
Iteration 23, Best Fitness: 127.013475
Iteration 24, Best Fitness: 75.284334
Iteration 25, Best Fitness: 75.284334
Iteration 26, Best Fitness: 75.284334
Iteration 27, Best Fitness: 75.284334
Iteration 28, Best Fitness: 75.284334
Iteration 29, Best Fitness: 68.196363
Iteration 30, Best Fitness: 55.592565
Iteration 31, Best Fitness: 55.592565
Iteration 32, Best Fitness: 55.592565
Iteration 33, Best Fitness: 55.592565
Iteration 34, Best Fitness: 51.133909
Iteration 35, Best Fitness: 43.798875
Iteration 36, Best Fitness: 43.798875
Iteration 37, Best Fitness: 43.798875
Iteration 38, Best Fitness: 43.798875
Iteration 39, Best Fitness: 43.798875
Iteration 40, Best Fitness: 43.798875
Iteration 41, Best Fitness: 43.798875
Iteration 42, Best Fitness: 43.798875
Iteration 43, Best Fitness: 43.798875
Iteration 44, Best Fitness: 43.798875
Iteration 45, Best Fitness: 43.798875
Iteration 46, Best Fitness: 43.798875
Iteration 47, Best Fitness: 43.798875
Iteration 48, Best Fitness: 43.798875
Iteration 49, Best Fitness: 37.028171
Iteration 50, Best Fitness: 37.028171
Iteration 51, Best Fitness: 37.028171
Iteration 52, Best Fitness: 37.028171
Iteration 53, Best Fitness: 37.028171
Iteration 54, Best Fitness: 33.934403
Iteration 55, Best Fitness: 33.934403
Iteration 56, Best Fitness: 21.743734
Iteration 57, Best Fitness: 21.743734
Iteration 58, Best Fitness: 21.743734
Iteration 59, Best Fitness: 21.743734
Iteration 60, Best Fitness: 21.743734
Iteration 61, Best Fitness: 21.743734
Iteration 62, Best Fitness: 21.743734
Iteration 63, Best Fitness: 21.743734
Iteration 64, Best Fitness: 21.743734
Iteration 65, Best Fitness: 21.743734
Iteration 66, Best Fitness: 21.743734
Iteration 67, Best Fitness: 21.743734
Iteration 68, Best Fitness: 21.743734
Iteration 69, Best Fitness: 21.743734
Iteration 70, Best Fitness: 21.743734
Iteration 71, Best Fitness: 21.743734
Iteration 72, Best Fitness: 21.743734
Iteration 73, Best Fitness: 21.743734
Iteration 74, Best Fitness: 21.743734
Iteration 75, Best Fitness: 21.381712
Iteration 76, Best Fitness: 21.381712
Iteration 77, Best Fitness: 20.977839
Iteration 78, Best Fitness: 20.977839
Iteration 79, Best Fitness: 20.977839
Iteration 80, Best Fitness: 20.977839
Iteration 81, Best Fitness: 20.977839
Iteration 82, Best Fitness: 20.911069
Iteration 83, Best Fitness: 20.911069
Iteration 84, Best Fitness: 19.548080
Iteration 85, Best Fitness: 18.684545
Iteration 86, Best Fitness: 18.684545
Iteration 87, Best Fitness: 18.221223
Iteration 88, Best Fitness: 18.221223
Iteration 89, Best Fitness: 18.221223
Iteration 90, Best Fitness: 18.221223
Iteration 91, Best Fitness: 17.247265
Iteration 92, Best Fitness: 17.247265
Iteration 93, Best Fitness: 17.066145
Iteration 94, Best Fitness: 16.996788
Iteration 95, Best Fitness: 16.910217
Iteration 96, Best Fitness: 16.631643
Iteration 97, Best Fitness: 16.513718
Iteration 98, Best Fitness: 16.309332
Iteration 99, Best Fitness: 16.309332

Final Best Fitness: 16.30933181568153
Best Position Found:
[ 9.90233899e-01 -1.21138899e-02  9.88761266e-01 -9.99970880e-01
  8.26629074e-02  9.88172253e-01 -1.99073726e+00 -5.65336946e-02
  9.88402265e-01 -2.27683829e-02 -5.83817247e-04 -1.83778975e-02
 -1.00292739e+00  3.24112465e-02  4.35788894e-02  9.97725516e-01
 -1.16856295e-02  8.56590226e-02 -3.70781491e-03 -7.62279615e-02]
