Optimization Log
Iteration 0, Best Fitness: 16629.778004
Iteration 1, Best Fitness: 16629.778004
Iteration 2, Best Fitness: 6650.084600
Iteration 3, Best Fitness: 6650.084600
Iteration 4, Best Fitness: 5667.710735
Iteration 5, Best Fitness: 2508.791470
Iteration 6, Best Fitness: 2508.791470
Iteration 7, Best Fitness: 2210.361340
Iteration 8, Best Fitness: 1666.640838
Iteration 9, Best Fitness: 1410.963343
Iteration 10, Best Fitness: 1410.963343
Iteration 11, Best Fitness: 1410.963343
Iteration 12, Best Fitness: 1410.963343
Iteration 13, Best Fitness: 1410.963343
Iteration 14, Best Fitness: 1410.963343
Iteration 15, Best Fitness: 1410.963343
Iteration 16, Best Fitness: 1249.372156
Iteration 17, Best Fitness: 1180.718755
Iteration 18, Best Fitness: 959.562913
Iteration 19, Best Fitness: 720.036130
Iteration 20, Best Fitness: 599.333762
Iteration 21, Best Fitness: 443.411261
Iteration 22, Best Fitness: 223.754535
Iteration 23, Best Fitness: 223.754535
Iteration 24, Best Fitness: 161.593057
Iteration 25, Best Fitness: 120.040170
Iteration 26, Best Fitness: 102.676170
Iteration 27, Best Fitness: 71.717285
Iteration 28, Best Fitness: 52.278934
Iteration 29, Best Fitness: 52.278934
Iteration 30, Best Fitness: 45.367692
Iteration 31, Best Fitness: 41.793997
Iteration 32, Best Fitness: 31.966222
Iteration 33, Best Fitness: 25.066411
Iteration 34, Best Fitness: 23.289234
Iteration 35, Best Fitness: 21.053255
Iteration 36, Best Fitness: 20.982770
Iteration 37, Best Fitness: 19.046067
Iteration 38, Best Fitness: 18.381737
Iteration 39, Best Fitness: 16.770845
Iteration 40, Best Fitness: 14.641881
Iteration 41, Best Fitness: 11.614272
Iteration 42, Best Fitness: 11.228828
Iteration 43, Best Fitness: 10.527357
Iteration 44, Best Fitness: 8.238553
Iteration 45, Best Fitness: 7.925280
Iteration 46, Best Fitness: 6.625059
Iteration 47, Best Fitness: 6.401552
Iteration 48, Best Fitness: 5.566781
Iteration 49, Best Fitness: 5.566781
Iteration 50, Best Fitness: 4.988390
Iteration 51, Best Fitness: 3.688139
Iteration 52, Best Fitness: 3.473083
Iteration 53, Best Fitness: 2.952301
Iteration 54, Best Fitness: 2.225863
Iteration 55, Best Fitness: 2.225863
Iteration 56, Best Fitness: 1.820856
Iteration 57, Best Fitness: 1.500157
Iteration 58, Best Fitness: 1.500157
Iteration 59, Best Fitness: 1.470904
Iteration 60, Best Fitness: 1.237609
Iteration 61, Best Fitness: 1.138048
Iteration 62, Best Fitness: 0.911562
Iteration 63, Best Fitness: 0.911562
Iteration 64, Best Fitness: 0.776441
Iteration 65, Best Fitness: 0.776441
Iteration 66, Best Fitness: 0.680156
Iteration 67, Best Fitness: 0.640573
Iteration 68, Best Fitness: 0.618968
Iteration 69, Best Fitness: 0.566775
Iteration 70, Best Fitness: 0.526492
Iteration 71, Best Fitness: 0.421972
Iteration 72, Best Fitness: 0.410290
Iteration 73, Best Fitness: 0.369869
Iteration 74, Best Fitness: 0.347528
Iteration 75, Best Fitness: 0.323533
Iteration 76, Best Fitness: 0.290126
Iteration 77, Best Fitness: 0.286020
Iteration 78, Best Fitness: 0.276717
Iteration 79, Best Fitness: 0.261583
Iteration 80, Best Fitness: 0.257566
Iteration 81, Best Fitness: 0.248351
Iteration 82, Best Fitness: 0.239053
Iteration 83, Best Fitness: 0.215147
Iteration 84, Best Fitness: 0.210201
Iteration 85, Best Fitness: 0.204474
Iteration 86, Best Fitness: 0.191637
Iteration 87, Best Fitness: 0.185002
Iteration 88, Best Fitness: 0.178570
Iteration 89, Best Fitness: 0.177823
Iteration 90, Best Fitness: 0.168134
Iteration 91, Best Fitness: 0.168134
Iteration 92, Best Fitness: 0.160626
Iteration 93, Best Fitness: 0.154991
Iteration 94, Best Fitness: 0.151427
Iteration 95, Best Fitness: 0.149457
Iteration 96, Best Fitness: 0.146835
Iteration 97, Best Fitness: 0.144903
Iteration 98, Best Fitness: 0.143264
Iteration 99, Best Fitness: 0.142518

Final Best Fitness: 0.14251845998586
Best Position Found:
[ 0.13871617 -0.2178887   0.17937631 -0.19714909  0.26517402 -0.17448972
 -0.14619174  0.29828717 -0.27881894  0.21685529]
