Optimization Log
Iteration 0, Best Fitness: 81.873088
Iteration 1, Best Fitness: 81.873088
Iteration 2, Best Fitness: 81.704040
Iteration 3, Best Fitness: 69.469947
Iteration 4, Best Fitness: 69.469947
Iteration 5, Best Fitness: 50.422423
Iteration 6, Best Fitness: 50.422423
Iteration 7, Best Fitness: 43.326227
Iteration 8, Best Fitness: 43.326227
Iteration 9, Best Fitness: 36.802083
Iteration 10, Best Fitness: 33.567143
Iteration 11, Best Fitness: 33.567143
Iteration 12, Best Fitness: 33.567143
Iteration 13, Best Fitness: 31.897542
Iteration 14, Best Fitness: 28.041345
Iteration 15, Best Fitness: 28.041345
Iteration 16, Best Fitness: 28.041345
Iteration 17, Best Fitness: 25.359668
Iteration 18, Best Fitness: 24.071133
Iteration 19, Best Fitness: 23.255564
Iteration 20, Best Fitness: 22.949850
Iteration 21, Best Fitness: 21.675458
Iteration 22, Best Fitness: 16.123088
Iteration 23, Best Fitness: 15.098911
Iteration 24, Best Fitness: 13.733744
Iteration 25, Best Fitness: 12.292680
Iteration 26, Best Fitness: 12.074172
Iteration 27, Best Fitness: 9.033115
Iteration 28, Best Fitness: 8.973774
Iteration 29, Best Fitness: 7.645432
Iteration 30, Best Fitness: 7.645432
Iteration 31, Best Fitness: 7.645432
Iteration 32, Best Fitness: 6.577412
Iteration 33, Best Fitness: 5.438179
Iteration 34, Best Fitness: 5.182022
Iteration 35, Best Fitness: 5.182022
Iteration 36, Best Fitness: 4.929773
Iteration 37, Best Fitness: 4.058322
Iteration 38, Best Fitness: 3.179341
Iteration 39, Best Fitness: 3.093970
Iteration 40, Best Fitness: 2.768395
Iteration 41, Best Fitness: 2.425771
Iteration 42, Best Fitness: 2.129584
Iteration 43, Best Fitness: 1.943850
Iteration 44, Best Fitness: 1.770949
Iteration 45, Best Fitness: 1.518273
Iteration 46, Best Fitness: 1.517818
Iteration 47, Best Fitness: 1.359401
Iteration 48, Best Fitness: 1.281654
Iteration 49, Best Fitness: 1.098616
Iteration 50, Best Fitness: 1.077308
Iteration 51, Best Fitness: 1.077308
Iteration 52, Best Fitness: 1.036122
Iteration 53, Best Fitness: 0.977506
Iteration 54, Best Fitness: 0.883032
Iteration 55, Best Fitness: 0.883032
Iteration 56, Best Fitness: 0.814358
Iteration 57, Best Fitness: 0.776212
Iteration 58, Best Fitness: 0.723221
Iteration 59, Best Fitness: 0.687620
Iteration 60, Best Fitness: 0.611992
Iteration 61, Best Fitness: 0.530294
Iteration 62, Best Fitness: 0.530294
Iteration 63, Best Fitness: 0.489301
Iteration 64, Best Fitness: 0.472915
Iteration 65, Best Fitness: 0.462355
Iteration 66, Best Fitness: 0.447270
Iteration 67, Best Fitness: 0.402563
Iteration 68, Best Fitness: 0.398901
Iteration 69, Best Fitness: 0.398901
Iteration 70, Best Fitness: 0.360031
Iteration 71, Best Fitness: 0.357613
Iteration 72, Best Fitness: 0.335342
Iteration 73, Best Fitness: 0.332238
Iteration 74, Best Fitness: 0.321806
Iteration 75, Best Fitness: 0.306457
Iteration 76, Best Fitness: 0.301680
Iteration 77, Best Fitness: 0.301680
Iteration 78, Best Fitness: 0.299772
Iteration 79, Best Fitness: 0.299576
Iteration 80, Best Fitness: 0.294058
Iteration 81, Best Fitness: 0.289016
Iteration 82, Best Fitness: 0.284968
Iteration 83, Best Fitness: 0.275361
Iteration 84, Best Fitness: 0.275361
Iteration 85, Best Fitness: 0.268748
Iteration 86, Best Fitness: 0.268748
Iteration 87, Best Fitness: 0.264479
Iteration 88, Best Fitness: 0.254850
Iteration 89, Best Fitness: 0.254850
Iteration 90, Best Fitness: 0.252768
Iteration 91, Best Fitness: 0.251551
Iteration 92, Best Fitness: 0.249297
Iteration 93, Best Fitness: 0.246607
Iteration 94, Best Fitness: 0.245488
Iteration 95, Best Fitness: 0.243773
Iteration 96, Best Fitness: 0.243452
Iteration 97, Best Fitness: 0.239909
Iteration 98, Best Fitness: 0.238886
Iteration 99, Best Fitness: 0.237665

Final Best Fitness: 0.2376645985624938
Best Position Found:
[ 0.234884   -0.2376646  -0.06600747 -0.23624501  0.23709286  0.17709123
  0.23306358  0.21273893  0.23594917 -0.23477613  0.2343427  -0.21187265
  0.02328187 -0.20706848 -0.23593115  0.01687108  0.20001623  0.23090325
 -0.23607549  0.09804963]
