Optimization Log
Iteration 0, Best Fitness: 93510.770034
Iteration 1, Best Fitness: 59530.027690
Iteration 2, Best Fitness: 51631.196175
Iteration 3, Best Fitness: 51076.927480
Iteration 4, Best Fitness: 45611.988812
Iteration 5, Best Fitness: 39952.335186
Iteration 6, Best Fitness: 22155.592460
Iteration 7, Best Fitness: 19238.409387
Iteration 8, Best Fitness: 15970.961544
Iteration 9, Best Fitness: 14088.257314
Iteration 10, Best Fitness: 12705.111056
Iteration 11, Best Fitness: 9188.824425
Iteration 12, Best Fitness: 8558.444178
Iteration 13, Best Fitness: 6142.750064
Iteration 14, Best Fitness: 3853.038353
Iteration 15, Best Fitness: 3172.967091
Iteration 16, Best Fitness: 2168.849900
Iteration 17, Best Fitness: 1587.692087
Iteration 18, Best Fitness: 1150.318860
Iteration 19, Best Fitness: 973.663083
Iteration 20, Best Fitness: 550.813209
Iteration 21, Best Fitness: 550.813209
Iteration 22, Best Fitness: 488.874244
Iteration 23, Best Fitness: 325.794807
Iteration 24, Best Fitness: 290.620373
Iteration 25, Best Fitness: 220.123162
Iteration 26, Best Fitness: 178.273914
Iteration 27, Best Fitness: 126.620031
Iteration 28, Best Fitness: 113.724394
Iteration 29, Best Fitness: 54.049875
Iteration 30, Best Fitness: 52.151407
Iteration 31, Best Fitness: 41.039215
Iteration 32, Best Fitness: 34.184589
Iteration 33, Best Fitness: 34.184589
Iteration 34, Best Fitness: 26.281867
Iteration 35, Best Fitness: 23.991980
Iteration 36, Best Fitness: 20.422085
Iteration 37, Best Fitness: 15.957362
Iteration 38, Best Fitness: 14.410892
Iteration 39, Best Fitness: 12.379244
Iteration 40, Best Fitness: 10.494471
Iteration 41, Best Fitness: 9.919378
Iteration 42, Best Fitness: 9.894248
Iteration 43, Best Fitness: 9.635451
Iteration 44, Best Fitness: 9.050315
Iteration 45, Best Fitness: 8.363812
Iteration 46, Best Fitness: 8.157622
Iteration 47, Best Fitness: 7.858277
Iteration 48, Best Fitness: 7.794581
Iteration 49, Best Fitness: 7.471270
Iteration 50, Best Fitness: 7.388781
Iteration 51, Best Fitness: 7.155934
Iteration 52, Best Fitness: 7.009667
Iteration 53, Best Fitness: 6.801778
Iteration 54, Best Fitness: 6.792412
Iteration 55, Best Fitness: 6.615129
Iteration 56, Best Fitness: 6.481592
Iteration 57, Best Fitness: 6.459821
Iteration 58, Best Fitness: 6.298263
Iteration 59, Best Fitness: 6.251783
Iteration 60, Best Fitness: 6.127589
Iteration 61, Best Fitness: 6.086741
Iteration 62, Best Fitness: 5.944530
Iteration 63, Best Fitness: 5.885199
Iteration 64, Best Fitness: 5.822600
Iteration 65, Best Fitness: 5.703371
Iteration 66, Best Fitness: 5.574145
Iteration 67, Best Fitness: 5.545544
Iteration 68, Best Fitness: 5.470086
Iteration 69, Best Fitness: 5.432301
Iteration 70, Best Fitness: 5.406133
Iteration 71, Best Fitness: 5.374303
Iteration 72, Best Fitness: 5.334999
Iteration 73, Best Fitness: 5.302427
Iteration 74, Best Fitness: 5.247406
Iteration 75, Best Fitness: 5.220046
Iteration 76, Best Fitness: 5.171097
Iteration 77, Best Fitness: 5.159012
Iteration 78, Best Fitness: 5.097970
Iteration 79, Best Fitness: 5.054065
Iteration 80, Best Fitness: 5.024042
Iteration 81, Best Fitness: 4.991948
Iteration 82, Best Fitness: 4.971519
Iteration 83, Best Fitness: 4.949016
Iteration 84, Best Fitness: 4.924705
Iteration 85, Best Fitness: 4.886179
Iteration 86, Best Fitness: 4.874332
Iteration 87, Best Fitness: 4.869488
Iteration 88, Best Fitness: 4.828083
Iteration 89, Best Fitness: 4.809948
Iteration 90, Best Fitness: 4.799092
Iteration 91, Best Fitness: 4.790052
Iteration 92, Best Fitness: 4.771403
Iteration 93, Best Fitness: 4.756581
Iteration 94, Best Fitness: 4.751826
Iteration 95, Best Fitness: 4.745899
Iteration 96, Best Fitness: 4.741354
Iteration 97, Best Fitness: 4.729709
Iteration 98, Best Fitness: 4.725886
Iteration 99, Best Fitness: 4.722121

Final Best Fitness: 4.72212097328832
Best Position Found:
[-0.46788861 -0.47262119 -0.45371693 -0.49513404 -0.47067994 -0.47512327
  0.0351231   0.01792659 -0.49711076 -0.19398025 -0.51400822  0.01789873
  0.02671267  0.03870915 -0.55062324 -0.50196188 -0.51511535 -0.30726493
  0.03585521 -0.51692119  0.01916759 -0.51968718  0.03126146 -0.46331639
  0.04025958 -0.48952587  0.02209085 -0.54370605 -0.24399666  0.02443574
  0.0225625  -0.4593828   0.0297406   0.01853452 -0.39399271  0.04265329
 -0.29601853  0.02125069 -0.47207139 -0.4791527 ]
