Optimization Log
Iteration 0, Best Fitness: 558255640.224714
Iteration 1, Best Fitness: 388498551.854506
Iteration 2, Best Fitness: 172769940.956825
Iteration 3, Best Fitness: 44025971.416026
Iteration 4, Best Fitness: 44025971.416026
Iteration 5, Best Fitness: 44025971.416026
Iteration 6, Best Fitness: 28310974.028329
Iteration 7, Best Fitness: 8389584.386089
Iteration 8, Best Fitness: 8389584.386089
Iteration 9, Best Fitness: 1910009.298332
Iteration 10, Best Fitness: 1310482.504811
Iteration 11, Best Fitness: 629167.526512
Iteration 12, Best Fitness: 141178.914796
Iteration 13, Best Fitness: 515.523511
Iteration 14, Best Fitness: 515.523511
Iteration 15, Best Fitness: 58.262067
Iteration 16, Best Fitness: 30.055712
Iteration 17, Best Fitness: 26.564524
Iteration 18, Best Fitness: 19.102216
Iteration 19, Best Fitness: 15.275751
Iteration 20, Best Fitness: 11.646581
Iteration 21, Best Fitness: 10.928478
Iteration 22, Best Fitness: 9.147142
Iteration 23, Best Fitness: 8.302289
Iteration 24, Best Fitness: 6.474366
Iteration 25, Best Fitness: 5.624595
Iteration 26, Best Fitness: 5.196604
Iteration 27, Best Fitness: 4.436940
Iteration 28, Best Fitness: 2.698303
Iteration 29, Best Fitness: 2.698303
Iteration 30, Best Fitness: 2.199583
Iteration 31, Best Fitness: 2.145629
Iteration 32, Best Fitness: 1.634380
Iteration 33, Best Fitness: 1.380707
Iteration 34, Best Fitness: 1.236704
Iteration 35, Best Fitness: 1.023440
Iteration 36, Best Fitness: 1.023440
Iteration 37, Best Fitness: 0.918025
Iteration 38, Best Fitness: 0.887727
Iteration 39, Best Fitness: 0.799888
Iteration 40, Best Fitness: 0.768803
Iteration 41, Best Fitness: 0.732804
Iteration 42, Best Fitness: 0.700217
Iteration 43, Best Fitness: 0.693828
Iteration 44, Best Fitness: 0.674200
Iteration 45, Best Fitness: 0.665043
Iteration 46, Best Fitness: 0.623530
Iteration 47, Best Fitness: 0.601694
Iteration 48, Best Fitness: 0.589878
Iteration 49, Best Fitness: 0.570524
Iteration 50, Best Fitness: 0.553515
Iteration 51, Best Fitness: 0.541715
Iteration 52, Best Fitness: 0.532198
Iteration 53, Best Fitness: 0.517079
Iteration 54, Best Fitness: 0.491030
Iteration 55, Best Fitness: 0.491030
Iteration 56, Best Fitness: 0.491030
Iteration 57, Best Fitness: 0.477771
Iteration 58, Best Fitness: 0.476245
Iteration 59, Best Fitness: 0.475422
Iteration 60, Best Fitness: 0.469242
Iteration 61, Best Fitness: 0.465660
Iteration 62, Best Fitness: 0.456403
Iteration 63, Best Fitness: 0.456403
Iteration 64, Best Fitness: 0.439026
Iteration 65, Best Fitness: 0.439026
Iteration 66, Best Fitness: 0.438534
Iteration 67, Best Fitness: 0.437363
Iteration 68, Best Fitness: 0.424819
Iteration 69, Best Fitness: 0.424819
Iteration 70, Best Fitness: 0.424819
Iteration 71, Best Fitness: 0.421691
Iteration 72, Best Fitness: 0.420796
Iteration 73, Best Fitness: 0.417083
Iteration 74, Best Fitness: 0.416030
Iteration 75, Best Fitness: 0.407476
Iteration 76, Best Fitness: 0.407476
Iteration 77, Best Fitness: 0.402529
Iteration 78, Best Fitness: 0.402529
Iteration 79, Best Fitness: 0.398355
Iteration 80, Best Fitness: 0.398320
Iteration 81, Best Fitness: 0.398320
Iteration 82, Best Fitness: 0.397617
Iteration 83, Best Fitness: 0.394798
Iteration 84, Best Fitness: 0.391409
Iteration 85, Best Fitness: 0.388338
Iteration 86, Best Fitness: 0.387092
Iteration 87, Best Fitness: 0.385860
Iteration 88, Best Fitness: 0.383898
Iteration 89, Best Fitness: 0.383898
Iteration 90, Best Fitness: 0.380693
Iteration 91, Best Fitness: 0.379971
Iteration 92, Best Fitness: 0.377590
Iteration 93, Best Fitness: 0.376237
Iteration 94, Best Fitness: 0.376237
Iteration 95, Best Fitness: 0.375774
Iteration 96, Best Fitness: 0.374406
Iteration 97, Best Fitness: 0.374058
Iteration 98, Best Fitness: 0.373838
Iteration 99, Best Fitness: 0.373554

Final Best Fitness: 0.37355448263196256
Best Position Found:
[-1.00144158 -1.01875427  0.17577797 -1.02933502 -0.99756079  0.0971344
 -1.01846405  0.0615002   0.01624845  0.02344115  0.02375704  0.03621765
 -0.20002436 -0.97765075  0.01528113  0.1029159  -1.00576165  0.1793103
 -0.9952279   0.03541994  0.05610397 -1.02349118 -0.90257113 -0.44472673
  0.09669201 -0.93392221 -0.97237763 -1.030634   -0.96581738  0.29623818]
