Optimization Log
Iteration 0, Best Fitness: 13720.521238
Iteration 1, Best Fitness: 11805.929696
Iteration 2, Best Fitness: 3948.352902
Iteration 3, Best Fitness: 3948.352902
Iteration 4, Best Fitness: 2689.719841
Iteration 5, Best Fitness: 1476.155449
Iteration 6, Best Fitness: 940.419251
Iteration 7, Best Fitness: 917.719557
Iteration 8, Best Fitness: 177.043966
Iteration 9, Best Fitness: 104.953334
Iteration 10, Best Fitness: 33.648705
Iteration 11, Best Fitness: 17.877665
Iteration 12, Best Fitness: 12.999282
Iteration 13, Best Fitness: 5.894063
Iteration 14, Best Fitness: 4.613231
Iteration 15, Best Fitness: 3.951868
Iteration 16, Best Fitness: 2.929845
Iteration 17, Best Fitness: 1.692054
Iteration 18, Best Fitness: 0.919493
Iteration 19, Best Fitness: 0.306225
Iteration 20, Best Fitness: 0.306225
Iteration 21, Best Fitness: 0.157849
Iteration 22, Best Fitness: 0.112634
Iteration 23, Best Fitness: 0.058560
Iteration 24, Best Fitness: 0.029363
Iteration 25, Best Fitness: 0.010049
Iteration 26, Best Fitness: 0.010049
Iteration 27, Best Fitness: 0.006873
Iteration 28, Best Fitness: 0.005520
Iteration 29, Best Fitness: 0.004205
Iteration 30, Best Fitness: 0.002458
Iteration 31, Best Fitness: 0.001679
Iteration 32, Best Fitness: 0.001302
Iteration 33, Best Fitness: 0.001096
Iteration 34, Best Fitness: 0.000595
Iteration 35, Best Fitness: 0.000346
Iteration 36, Best Fitness: 0.000287
Iteration 37, Best Fitness: 0.000124
Iteration 38, Best Fitness: 0.000096
Iteration 39, Best Fitness: 0.000060
Iteration 40, Best Fitness: 0.000042
Iteration 41, Best Fitness: 0.000031
Iteration 42, Best Fitness: 0.000028
Iteration 43, Best Fitness: 0.000021
Iteration 44, Best Fitness: 0.000017
Iteration 45, Best Fitness: 0.000012
Iteration 46, Best Fitness: 0.000010
Iteration 47, Best Fitness: 0.000006
Iteration 48, Best Fitness: 0.000006
Iteration 49, Best Fitness: 0.000005
Iteration 50, Best Fitness: 0.000004
Iteration 51, Best Fitness: 0.000003
Iteration 52, Best Fitness: 0.000002
Iteration 53, Best Fitness: 0.000002
Iteration 54, Best Fitness: 0.000001
Iteration 55, Best Fitness: 0.000001
Iteration 56, Best Fitness: 0.000001
Iteration 57, Best Fitness: 0.000001
Iteration 58, Best Fitness: 0.000001
Iteration 59, Best Fitness: 0.000001
Iteration 60, Best Fitness: 0.000001
Iteration 61, Best Fitness: 0.000000
Iteration 62, Best Fitness: 0.000000
Iteration 63, Best Fitness: 0.000000
Iteration 64, Best Fitness: 0.000000
Iteration 65, Best Fitness: 0.000000
Iteration 66, Best Fitness: 0.000000
Iteration 67, Best Fitness: 0.000000
Iteration 68, Best Fitness: 0.000000
Iteration 69, Best Fitness: 0.000000
Iteration 70, Best Fitness: 0.000000
Iteration 71, Best Fitness: 0.000000
Iteration 72, Best Fitness: 0.000000
Iteration 73, Best Fitness: 0.000000
Iteration 74, Best Fitness: 0.000000
Iteration 75, Best Fitness: 0.000000
Iteration 76, Best Fitness: 0.000000
Iteration 77, Best Fitness: 0.000000
Iteration 78, Best Fitness: 0.000000
Iteration 79, Best Fitness: 0.000000
Iteration 80, Best Fitness: 0.000000
Iteration 81, Best Fitness: 0.000000
Iteration 82, Best Fitness: 0.000000
Iteration 83, Best Fitness: 0.000000
Iteration 84, Best Fitness: 0.000000
Iteration 85, Best Fitness: 0.000000
Iteration 86, Best Fitness: 0.000000
Iteration 87, Best Fitness: 0.000000
Iteration 88, Best Fitness: 0.000000
Iteration 89, Best Fitness: 0.000000
Iteration 90, Best Fitness: 0.000000
Iteration 91, Best Fitness: 0.000000
Iteration 92, Best Fitness: 0.000000
Iteration 93, Best Fitness: 0.000000
Iteration 94, Best Fitness: 0.000000
Iteration 95, Best Fitness: 0.000000
Iteration 96, Best Fitness: 0.000000
Iteration 97, Best Fitness: 0.000000
Iteration 98, Best Fitness: 0.000000
Iteration 99, Best Fitness: 0.000000

Final Best Fitness: 2.2047748382300326e-08
Best Position Found:
[ 2.92559616e-05  5.01758687e-05 -4.26156508e-05 -4.61325310e-05
  5.79949090e-05 -4.95913685e-05 -4.91278440e-05 -3.81668831e-05
 -5.04295075e-05  4.99380680e-05]
