Optimization Log
Iteration 0, Best Fitness: 169.754665
Iteration 1, Best Fitness: 51.595980
Iteration 2, Best Fitness: 51.595980
Iteration 3, Best Fitness: 41.727835
Iteration 4, Best Fitness: 41.727835
Iteration 5, Best Fitness: 35.007977
Iteration 6, Best Fitness: 25.791078
Iteration 7, Best Fitness: 23.648795
Iteration 8, Best Fitness: 18.844115
Iteration 9, Best Fitness: 11.572477
Iteration 10, Best Fitness: 9.599089
Iteration 11, Best Fitness: 6.342876
Iteration 12, Best Fitness: 4.311044
Iteration 13, Best Fitness: 3.661552
Iteration 14, Best Fitness: 3.187636
Iteration 15, Best Fitness: 1.448695
Iteration 16, Best Fitness: 1.448695
Iteration 17, Best Fitness: 1.373674
Iteration 18, Best Fitness: 1.278849
Iteration 19, Best Fitness: 1.094825
Iteration 20, Best Fitness: 1.010044
Iteration 21, Best Fitness: 1.010044
Iteration 22, Best Fitness: 0.939788
Iteration 23, Best Fitness: 0.931163
Iteration 24, Best Fitness: 0.931163
Iteration 25, Best Fitness: 0.931163
Iteration 26, Best Fitness: 0.931163
Iteration 27, Best Fitness: 0.931163
Iteration 28, Best Fitness: 0.931163
Iteration 29, Best Fitness: 0.931163
Iteration 30, Best Fitness: 0.931163
Iteration 31, Best Fitness: 0.931163
Iteration 32, Best Fitness: 0.931163
Iteration 33, Best Fitness: 0.931163
Iteration 34, Best Fitness: 0.931163
Iteration 35, Best Fitness: 0.822311
Iteration 36, Best Fitness: 0.822311
Iteration 37, Best Fitness: 0.814863
Iteration 38, Best Fitness: 0.431468
Iteration 39, Best Fitness: 0.431468
Iteration 40, Best Fitness: 0.431468
Iteration 41, Best Fitness: 0.431468
Iteration 42, Best Fitness: 0.431468
Iteration 43, Best Fitness: 0.431468
Iteration 44, Best Fitness: 0.431468
Iteration 45, Best Fitness: 0.431468
Iteration 46, Best Fitness: 0.431468
Iteration 47, Best Fitness: 0.431468
Iteration 48, Best Fitness: 0.431468
Iteration 49, Best Fitness: 0.431468
Iteration 50, Best Fitness: 0.431468
Iteration 51, Best Fitness: 0.431468
Iteration 52, Best Fitness: 0.431468
Iteration 53, Best Fitness: 0.431468
Iteration 54, Best Fitness: 0.431468
Iteration 55, Best Fitness: 0.431468
Iteration 56, Best Fitness: 0.431468
Iteration 57, Best Fitness: 0.321642
Iteration 58, Best Fitness: 0.321642
Iteration 59, Best Fitness: 0.321642
Iteration 60, Best Fitness: 0.321642
Iteration 61, Best Fitness: 0.321642
Iteration 62, Best Fitness: 0.321642
Iteration 63, Best Fitness: 0.321642
Iteration 64, Best Fitness: 0.321642
Iteration 65, Best Fitness: 0.321642
Iteration 66, Best Fitness: 0.321642
Iteration 67, Best Fitness: 0.321642
Iteration 68, Best Fitness: 0.321642
Iteration 69, Best Fitness: 0.321642
Iteration 70, Best Fitness: 0.321642
Iteration 71, Best Fitness: 0.321642
Iteration 72, Best Fitness: 0.321642
Iteration 73, Best Fitness: 0.300672
Iteration 74, Best Fitness: 0.264552
Iteration 75, Best Fitness: 0.264552
Iteration 76, Best Fitness: 0.264552
Iteration 77, Best Fitness: 0.264552
Iteration 78, Best Fitness: 0.264552
Iteration 79, Best Fitness: 0.264552
Iteration 80, Best Fitness: 0.264552
Iteration 81, Best Fitness: 0.257983
Iteration 82, Best Fitness: 0.257983
Iteration 83, Best Fitness: 0.254353
Iteration 84, Best Fitness: 0.254353
Iteration 85, Best Fitness: 0.244858
Iteration 86, Best Fitness: 0.244858
Iteration 87, Best Fitness: 0.244858
Iteration 88, Best Fitness: 0.234304
Iteration 89, Best Fitness: 0.233159
Iteration 90, Best Fitness: 0.228225
Iteration 91, Best Fitness: 0.218771
Iteration 92, Best Fitness: 0.218771
Iteration 93, Best Fitness: 0.218771
Iteration 94, Best Fitness: 0.216253
Iteration 95, Best Fitness: 0.216253
Iteration 96, Best Fitness: 0.214492
Iteration 97, Best Fitness: 0.214207
Iteration 98, Best Fitness: 0.210676
Iteration 99, Best Fitness: 0.209552

Final Best Fitness: 0.20955197933404013
Best Position Found:
[  0.2619875    8.85720024   0.34157147 -12.44131121   7.06765362
  -0.11750893   8.29546787   0.60934848  -0.80253748  -0.48433506]
