Optimization Log
Iteration 0, Best Fitness: 18243.502931
Iteration 1, Best Fitness: 13283.841128
Iteration 2, Best Fitness: 6135.974870
Iteration 3, Best Fitness: 6135.974870
Iteration 4, Best Fitness: 6135.974870
Iteration 5, Best Fitness: 6135.974870
Iteration 6, Best Fitness: 4044.669826
Iteration 7, Best Fitness: 4044.669826
Iteration 8, Best Fitness: 3919.143990
Iteration 9, Best Fitness: 2470.276627
Iteration 10, Best Fitness: 2132.196114
Iteration 11, Best Fitness: 2132.196114
Iteration 12, Best Fitness: 1067.761544
Iteration 13, Best Fitness: 1061.424790
Iteration 14, Best Fitness: 834.636563
Iteration 15, Best Fitness: 834.636563
Iteration 16, Best Fitness: 834.636563
Iteration 17, Best Fitness: 415.756451
Iteration 18, Best Fitness: 229.570005
Iteration 19, Best Fitness: 229.570005
Iteration 20, Best Fitness: 208.435316
Iteration 21, Best Fitness: 208.435316
Iteration 22, Best Fitness: 143.457821
Iteration 23, Best Fitness: 143.457821
Iteration 24, Best Fitness: 132.587197
Iteration 25, Best Fitness: 97.394957
Iteration 26, Best Fitness: 71.883137
Iteration 27, Best Fitness: 69.070070
Iteration 28, Best Fitness: 41.105999
Iteration 29, Best Fitness: 34.162039
Iteration 30, Best Fitness: 24.668444
Iteration 31, Best Fitness: 24.668444
Iteration 32, Best Fitness: 17.995486
Iteration 33, Best Fitness: 15.591681
Iteration 34, Best Fitness: 12.769454
Iteration 35, Best Fitness: 5.949371
Iteration 36, Best Fitness: 5.043256
Iteration 37, Best Fitness: 5.043256
Iteration 38, Best Fitness: 3.959358
Iteration 39, Best Fitness: 3.068291
Iteration 40, Best Fitness: 2.972406
Iteration 41, Best Fitness: 2.134627
Iteration 42, Best Fitness: 1.834555
Iteration 43, Best Fitness: 1.754888
Iteration 44, Best Fitness: 1.653137
Iteration 45, Best Fitness: 1.604881
Iteration 46, Best Fitness: 1.604881
Iteration 47, Best Fitness: 1.329150
Iteration 48, Best Fitness: 0.948574
Iteration 49, Best Fitness: 0.948574
Iteration 50, Best Fitness: 0.909708
Iteration 51, Best Fitness: 0.889637
Iteration 52, Best Fitness: 0.786458
Iteration 53, Best Fitness: 0.643740
Iteration 54, Best Fitness: 0.642639
Iteration 55, Best Fitness: 0.603410
Iteration 56, Best Fitness: 0.599592
Iteration 57, Best Fitness: 0.441953
Iteration 58, Best Fitness: 0.402341
Iteration 59, Best Fitness: 0.331509
Iteration 60, Best Fitness: 0.277215
Iteration 61, Best Fitness: 0.240817
Iteration 62, Best Fitness: 0.240817
Iteration 63, Best Fitness: 0.212161
Iteration 64, Best Fitness: 0.190096
Iteration 65, Best Fitness: 0.179536
Iteration 66, Best Fitness: 0.175780
Iteration 67, Best Fitness: 0.145114
Iteration 68, Best Fitness: 0.145114
Iteration 69, Best Fitness: 0.143412
Iteration 70, Best Fitness: 0.123498
Iteration 71, Best Fitness: 0.123241
Iteration 72, Best Fitness: 0.106134
Iteration 73, Best Fitness: 0.095152
Iteration 74, Best Fitness: 0.088283
Iteration 75, Best Fitness: 0.077614
Iteration 76, Best Fitness: 0.077614
Iteration 77, Best Fitness: 0.072070
Iteration 78, Best Fitness: 0.065814
Iteration 79, Best Fitness: 0.063944
Iteration 80, Best Fitness: 0.062912
Iteration 81, Best Fitness: 0.057643
Iteration 82, Best Fitness: 0.054938
Iteration 83, Best Fitness: 0.053326
Iteration 84, Best Fitness: 0.048274
Iteration 85, Best Fitness: 0.048274
Iteration 86, Best Fitness: 0.045673
Iteration 87, Best Fitness: 0.045231
Iteration 88, Best Fitness: 0.043455
Iteration 89, Best Fitness: 0.042613
Iteration 90, Best Fitness: 0.040480
Iteration 91, Best Fitness: 0.040041
Iteration 92, Best Fitness: 0.039554
Iteration 93, Best Fitness: 0.038697
Iteration 94, Best Fitness: 0.038321
Iteration 95, Best Fitness: 0.037386
Iteration 96, Best Fitness: 0.036625
Iteration 97, Best Fitness: 0.036093
Iteration 98, Best Fitness: 0.035919
Iteration 99, Best Fitness: 0.035790

Final Best Fitness: 0.035789577292448645
Best Position Found:
[-0.03312857 -0.06526566  0.18875574 -0.08339716 -0.04243812 -0.04908562
  0.11745284 -0.10342135  0.07047974  0.04833998]
