Optimization Log
Iteration 0, Best Fitness: 63842.247261
Iteration 1, Best Fitness: 43191.951196
Iteration 2, Best Fitness: 28199.392325
Iteration 3, Best Fitness: 18842.765652
Iteration 4, Best Fitness: 9488.804794
Iteration 5, Best Fitness: 7989.539213
Iteration 6, Best Fitness: 6216.483492
Iteration 7, Best Fitness: 4441.583609
Iteration 8, Best Fitness: 4164.271147
Iteration 9, Best Fitness: 2313.020776
Iteration 10, Best Fitness: 1633.810484
Iteration 11, Best Fitness: 1129.769157
Iteration 12, Best Fitness: 791.966056
Iteration 13, Best Fitness: 418.796080
Iteration 14, Best Fitness: 372.647356
Iteration 15, Best Fitness: 274.102808
Iteration 16, Best Fitness: 174.039614
Iteration 17, Best Fitness: 125.856285
Iteration 18, Best Fitness: 74.433512
Iteration 19, Best Fitness: 39.142663
Iteration 20, Best Fitness: 35.861801
Iteration 21, Best Fitness: 25.250610
Iteration 22, Best Fitness: 14.548357
Iteration 23, Best Fitness: 9.368905
Iteration 24, Best Fitness: 6.773724
Iteration 25, Best Fitness: 6.423364
Iteration 26, Best Fitness: 5.170676
Iteration 27, Best Fitness: 4.961734
Iteration 28, Best Fitness: 4.477567
Iteration 29, Best Fitness: 4.026373
Iteration 30, Best Fitness: 3.870198
Iteration 31, Best Fitness: 3.675879
Iteration 32, Best Fitness: 3.426575
Iteration 33, Best Fitness: 3.244159
Iteration 34, Best Fitness: 3.194332
Iteration 35, Best Fitness: 3.127074
Iteration 36, Best Fitness: 3.022430
Iteration 37, Best Fitness: 2.886914
Iteration 38, Best Fitness: 2.824471
Iteration 39, Best Fitness: 2.773671
Iteration 40, Best Fitness: 2.773671
Iteration 41, Best Fitness: 2.746502
Iteration 42, Best Fitness: 2.717701
Iteration 43, Best Fitness: 2.604766
Iteration 44, Best Fitness: 2.491696
Iteration 45, Best Fitness: 2.491696
Iteration 46, Best Fitness: 2.434191
Iteration 47, Best Fitness: 2.404383
Iteration 48, Best Fitness: 2.289887
Iteration 49, Best Fitness: 2.281674
Iteration 50, Best Fitness: 2.281674
Iteration 51, Best Fitness: 2.233435
Iteration 52, Best Fitness: 2.222195
Iteration 53, Best Fitness: 2.222195
Iteration 54, Best Fitness: 2.177787
Iteration 55, Best Fitness: 2.177787
Iteration 56, Best Fitness: 2.174269
Iteration 57, Best Fitness: 2.142064
Iteration 58, Best Fitness: 2.120147
Iteration 59, Best Fitness: 2.120147
Iteration 60, Best Fitness: 2.117022
Iteration 61, Best Fitness: 2.097836
Iteration 62, Best Fitness: 2.097836
Iteration 63, Best Fitness: 2.097836
Iteration 64, Best Fitness: 2.097836
Iteration 65, Best Fitness: 2.097836
Iteration 66, Best Fitness: 2.097836
Iteration 67, Best Fitness: 2.079420
Iteration 68, Best Fitness: 2.079420
Iteration 69, Best Fitness: 2.078707
Iteration 70, Best Fitness: 2.078707
Iteration 71, Best Fitness: 2.078707
Iteration 72, Best Fitness: 2.066651
Iteration 73, Best Fitness: 2.066651
Iteration 74, Best Fitness: 2.066651
Iteration 75, Best Fitness: 2.066651
Iteration 76, Best Fitness: 2.063813
Iteration 77, Best Fitness: 2.063813
Iteration 78, Best Fitness: 2.063813
Iteration 79, Best Fitness: 2.059200
Iteration 80, Best Fitness: 2.059200
Iteration 81, Best Fitness: 2.053674
Iteration 82, Best Fitness: 2.049872
Iteration 83, Best Fitness: 2.049872
Iteration 84, Best Fitness: 2.043594
Iteration 85, Best Fitness: 2.042041
Iteration 86, Best Fitness: 2.042041
Iteration 87, Best Fitness: 2.042041
Iteration 88, Best Fitness: 2.036249
Iteration 89, Best Fitness: 2.033347
Iteration 90, Best Fitness: 2.033151
Iteration 91, Best Fitness: 2.033151
Iteration 92, Best Fitness: 2.030677
Iteration 93, Best Fitness: 2.030333
Iteration 94, Best Fitness: 2.027533
Iteration 95, Best Fitness: 2.027133
Iteration 96, Best Fitness: 2.025949
Iteration 97, Best Fitness: 2.024676
Iteration 98, Best Fitness: 2.024285
Iteration 99, Best Fitness: 2.023718

Final Best Fitness: 2.0237175617989043
Best Position Found:
[-0.49525302 -0.50446471 -0.4961769  -0.49879368 -0.49915322 -0.0091968
 -0.49272232 -0.50558637 -0.50559732 -0.00383137 -0.50796569 -0.500947
 -0.4958952  -0.51082674 -0.5044712  -0.5023608   0.013527    0.00416604
  0.00870276 -0.48707753  0.0040796  -0.49155847 -0.5077747  -0.51282232
 -0.48965298 -0.00654421 -0.50503927 -0.49877505  0.01124302 -0.50380706]
