Optimization Log
Iteration 0, Best Fitness: 20.771097
Iteration 1, Best Fitness: 20.101977
Iteration 2, Best Fitness: 19.319971
Iteration 3, Best Fitness: 18.934307
Iteration 4, Best Fitness: 17.524573
Iteration 5, Best Fitness: 17.524573
Iteration 6, Best Fitness: 16.173479
Iteration 7, Best Fitness: 15.375766
Iteration 8, Best Fitness: 13.792992
Iteration 9, Best Fitness: 12.878859
Iteration 10, Best Fitness: 11.551429
Iteration 11, Best Fitness: 10.949988
Iteration 12, Best Fitness: 10.318508
Iteration 13, Best Fitness: 8.709348
Iteration 14, Best Fitness: 7.420969
Iteration 15, Best Fitness: 6.792976
Iteration 16, Best Fitness: 5.567806
Iteration 17, Best Fitness: 5.399418
Iteration 18, Best Fitness: 4.925298
Iteration 19, Best Fitness: 4.373134
Iteration 20, Best Fitness: 3.729374
Iteration 21, Best Fitness: 3.568898
Iteration 22, Best Fitness: 3.103797
Iteration 23, Best Fitness: 2.954288
Iteration 24, Best Fitness: 2.731497
Iteration 25, Best Fitness: 2.360543
Iteration 26, Best Fitness: 2.322968
Iteration 27, Best Fitness: 2.035621
Iteration 28, Best Fitness: 1.752256
Iteration 29, Best Fitness: 1.462789
Iteration 30, Best Fitness: 1.149428
Iteration 31, Best Fitness: 1.149428
Iteration 32, Best Fitness: 0.941130
Iteration 33, Best Fitness: 0.809325
Iteration 34, Best Fitness: 0.762376
Iteration 35, Best Fitness: 0.655135
Iteration 36, Best Fitness: 0.566155
Iteration 37, Best Fitness: 0.464181
Iteration 38, Best Fitness: 0.382772
Iteration 39, Best Fitness: 0.293742
Iteration 40, Best Fitness: 0.265340
Iteration 41, Best Fitness: 0.234149
Iteration 42, Best Fitness: 0.188271
Iteration 43, Best Fitness: 0.168343
Iteration 44, Best Fitness: 0.154107
Iteration 45, Best Fitness: 0.148388
Iteration 46, Best Fitness: 0.136522
Iteration 47, Best Fitness: 0.121349
Iteration 48, Best Fitness: 0.110058
Iteration 49, Best Fitness: 0.098684
Iteration 50, Best Fitness: 0.090617
Iteration 51, Best Fitness: 0.079213
Iteration 52, Best Fitness: 0.073289
Iteration 53, Best Fitness: 0.066974
Iteration 54, Best Fitness: 0.062071
Iteration 55, Best Fitness: 0.058908
Iteration 56, Best Fitness: 0.053387
Iteration 57, Best Fitness: 0.047435
Iteration 58, Best Fitness: 0.046900
Iteration 59, Best Fitness: 0.042771
Iteration 60, Best Fitness: 0.041591
Iteration 61, Best Fitness: 0.038962
Iteration 62, Best Fitness: 0.035703
Iteration 63, Best Fitness: 0.033136
Iteration 64, Best Fitness: 0.031461
Iteration 65, Best Fitness: 0.030169
Iteration 66, Best Fitness: 0.029268
Iteration 67, Best Fitness: 0.027583
Iteration 68, Best Fitness: 0.026692
Iteration 69, Best Fitness: 0.025250
Iteration 70, Best Fitness: 0.024038
Iteration 71, Best Fitness: 0.022689
Iteration 72, Best Fitness: 0.021736
Iteration 73, Best Fitness: 0.020791
Iteration 74, Best Fitness: 0.020238
Iteration 75, Best Fitness: 0.019882
Iteration 76, Best Fitness: 0.018684
Iteration 77, Best Fitness: 0.018303
Iteration 78, Best Fitness: 0.017802
Iteration 79, Best Fitness: 0.017417
Iteration 80, Best Fitness: 0.016867
Iteration 81, Best Fitness: 0.016622
Iteration 82, Best Fitness: 0.016163
Iteration 83, Best Fitness: 0.015692
Iteration 84, Best Fitness: 0.015113
Iteration 85, Best Fitness: 0.014959
Iteration 86, Best Fitness: 0.014665
Iteration 87, Best Fitness: 0.014468
Iteration 88, Best Fitness: 0.014297
Iteration 89, Best Fitness: 0.014133
Iteration 90, Best Fitness: 0.013967
Iteration 91, Best Fitness: 0.013793
Iteration 92, Best Fitness: 0.013632
Iteration 93, Best Fitness: 0.013547
Iteration 94, Best Fitness: 0.013473
Iteration 95, Best Fitness: 0.013386
Iteration 96, Best Fitness: 0.013280
Iteration 97, Best Fitness: 0.013222
Iteration 98, Best Fitness: 0.013185
Iteration 99, Best Fitness: 0.013175

Final Best Fitness: 0.013175295586350888
Best Position Found:
[ 0.00274553  0.00394291  0.00332657 -0.00307196 -0.00358905 -0.00241009
 -0.00397851  0.00349184  0.00258456  0.00327729  0.0031203  -0.00374793
  0.00368961 -0.00226036 -0.00387537 -0.00285595 -0.00266775  0.00287452
  0.00351769 -0.0025372  -0.00381339  0.00246049 -0.00164293  0.00072135
 -0.00388384  0.0042431   0.00306511  0.00295877  0.00302053 -0.0028207 ]
