Optimization Log
Iteration 0, Best Fitness: 117885522.060160
Iteration 1, Best Fitness: 95465475.429583
Iteration 2, Best Fitness: 15349290.686794
Iteration 3, Best Fitness: 11551857.978794
Iteration 4, Best Fitness: 2268141.076849
Iteration 5, Best Fitness: 2268141.076849
Iteration 6, Best Fitness: 962407.675782
Iteration 7, Best Fitness: 962407.675782
Iteration 8, Best Fitness: 540971.593760
Iteration 9, Best Fitness: 207331.732417
Iteration 10, Best Fitness: 177311.675627
Iteration 11, Best Fitness: 77940.490769
Iteration 12, Best Fitness: 38726.309798
Iteration 13, Best Fitness: 28863.060219
Iteration 14, Best Fitness: 19941.102060
Iteration 15, Best Fitness: 4592.274370
Iteration 16, Best Fitness: 1743.795727
Iteration 17, Best Fitness: 1074.179571
Iteration 18, Best Fitness: 930.114902
Iteration 19, Best Fitness: 638.012281
Iteration 20, Best Fitness: 418.934506
Iteration 21, Best Fitness: 322.473418
Iteration 22, Best Fitness: 279.940155
Iteration 23, Best Fitness: 211.261603
Iteration 24, Best Fitness: 158.469827
Iteration 25, Best Fitness: 143.217373
Iteration 26, Best Fitness: 136.920937
Iteration 27, Best Fitness: 116.299944
Iteration 28, Best Fitness: 97.542210
Iteration 29, Best Fitness: 82.876790
Iteration 30, Best Fitness: 74.300361
Iteration 31, Best Fitness: 60.351632
Iteration 32, Best Fitness: 54.006144
Iteration 33, Best Fitness: 45.499422
Iteration 34, Best Fitness: 38.187444
Iteration 35, Best Fitness: 32.625475
Iteration 36, Best Fitness: 28.542733
Iteration 37, Best Fitness: 25.024683
Iteration 38, Best Fitness: 24.324936
Iteration 39, Best Fitness: 22.440087
Iteration 40, Best Fitness: 21.731413
Iteration 41, Best Fitness: 20.802722
Iteration 42, Best Fitness: 20.423313
Iteration 43, Best Fitness: 20.143704
Iteration 44, Best Fitness: 19.716447
Iteration 45, Best Fitness: 19.573457
Iteration 46, Best Fitness: 19.384772
Iteration 47, Best Fitness: 19.167392
Iteration 48, Best Fitness: 19.031736
Iteration 49, Best Fitness: 18.957349
Iteration 50, Best Fitness: 18.939103
Iteration 51, Best Fitness: 18.866986
Iteration 52, Best Fitness: 18.810173
Iteration 53, Best Fitness: 18.767216
Iteration 54, Best Fitness: 18.744860
Iteration 55, Best Fitness: 18.720515
Iteration 56, Best Fitness: 18.686945
Iteration 57, Best Fitness: 18.686945
Iteration 58, Best Fitness: 18.676114
Iteration 59, Best Fitness: 18.671353
Iteration 60, Best Fitness: 18.662695
Iteration 61, Best Fitness: 18.661220
Iteration 62, Best Fitness: 18.661179
Iteration 63, Best Fitness: 18.656335
Iteration 64, Best Fitness: 18.651480
Iteration 65, Best Fitness: 18.650150
Iteration 66, Best Fitness: 18.646327
Iteration 67, Best Fitness: 18.644518
Iteration 68, Best Fitness: 18.643040
Iteration 69, Best Fitness: 18.642537
Iteration 70, Best Fitness: 18.642015
Iteration 71, Best Fitness: 18.642015
Iteration 72, Best Fitness: 18.639722
Iteration 73, Best Fitness: 18.638412
Iteration 74, Best Fitness: 18.637958
Iteration 75, Best Fitness: 18.635179
Iteration 76, Best Fitness: 18.634432
Iteration 77, Best Fitness: 18.632919
Iteration 78, Best Fitness: 18.632067
Iteration 79, Best Fitness: 18.631150
Iteration 80, Best Fitness: 18.630675
Iteration 81, Best Fitness: 18.630004
Iteration 82, Best Fitness: 18.630004
Iteration 83, Best Fitness: 18.629676
Iteration 84, Best Fitness: 18.629539
Iteration 85, Best Fitness: 18.629357
Iteration 86, Best Fitness: 18.628752
Iteration 87, Best Fitness: 18.628629
Iteration 88, Best Fitness: 18.628618
Iteration 89, Best Fitness: 18.628306
Iteration 90, Best Fitness: 18.628306
Iteration 91, Best Fitness: 18.627902
Iteration 92, Best Fitness: 18.627744
Iteration 93, Best Fitness: 18.627744
Iteration 94, Best Fitness: 18.627682
Iteration 95, Best Fitness: 18.627541
Iteration 96, Best Fitness: 18.627446
Iteration 97, Best Fitness: 18.627301
Iteration 98, Best Fitness: 18.627204
Iteration 99, Best Fitness: 18.627150

Final Best Fitness: 18.627150216496865
Best Position Found:
[ 0.16106035 -0.00028575  0.01005686  0.00999125  0.01036981  0.00973728
  0.01046743  0.0101927   0.00999459 -0.00074183  0.01008865  0.00961313
  0.01027659 -0.00122115  0.00992786  0.00996446  0.01054539  0.00970791
  0.01051292  0.00252466]
