Optimization Log
Iteration 0, Best Fitness: 98505.553710
Iteration 1, Best Fitness: 75403.325297
Iteration 2, Best Fitness: 53053.684534
Iteration 3, Best Fitness: 41725.639197
Iteration 4, Best Fitness: 31542.000487
Iteration 5, Best Fitness: 23959.551786
Iteration 6, Best Fitness: 20036.467162
Iteration 7, Best Fitness: 13957.436510
Iteration 8, Best Fitness: 9752.968776
Iteration 9, Best Fitness: 6894.470211
Iteration 10, Best Fitness: 5606.933389
Iteration 11, Best Fitness: 4210.797435
Iteration 12, Best Fitness: 3068.850541
Iteration 13, Best Fitness: 1921.398473
Iteration 14, Best Fitness: 1691.903832
Iteration 15, Best Fitness: 1097.123719
Iteration 16, Best Fitness: 890.094511
Iteration 17, Best Fitness: 757.174497
Iteration 18, Best Fitness: 484.483931
Iteration 19, Best Fitness: 261.168640
Iteration 20, Best Fitness: 240.661106
Iteration 21, Best Fitness: 167.015851
Iteration 22, Best Fitness: 114.570586
Iteration 23, Best Fitness: 93.600800
Iteration 24, Best Fitness: 66.921086
Iteration 25, Best Fitness: 47.532900
Iteration 26, Best Fitness: 36.156715
Iteration 27, Best Fitness: 26.570089
Iteration 28, Best Fitness: 22.632670
Iteration 29, Best Fitness: 16.867333
Iteration 30, Best Fitness: 14.118347
Iteration 31, Best Fitness: 11.883087
Iteration 32, Best Fitness: 10.101581
Iteration 33, Best Fitness: 9.193927
Iteration 34, Best Fitness: 7.629818
Iteration 35, Best Fitness: 7.027100
Iteration 36, Best Fitness: 6.657226
Iteration 37, Best Fitness: 6.196522
Iteration 38, Best Fitness: 6.045683
Iteration 39, Best Fitness: 5.632904
Iteration 40, Best Fitness: 5.488795
Iteration 41, Best Fitness: 5.372804
Iteration 42, Best Fitness: 5.257815
Iteration 43, Best Fitness: 5.026491
Iteration 44, Best Fitness: 4.939534
Iteration 45, Best Fitness: 4.735163
Iteration 46, Best Fitness: 4.524463
Iteration 47, Best Fitness: 4.454103
Iteration 48, Best Fitness: 4.271235
Iteration 49, Best Fitness: 4.217135
Iteration 50, Best Fitness: 4.127015
Iteration 51, Best Fitness: 4.079571
Iteration 52, Best Fitness: 4.079571
Iteration 53, Best Fitness: 4.051859
Iteration 54, Best Fitness: 3.970171
Iteration 55, Best Fitness: 3.918032
Iteration 56, Best Fitness: 3.880955
Iteration 57, Best Fitness: 3.825025
Iteration 58, Best Fitness: 3.779847
Iteration 59, Best Fitness: 3.743388
Iteration 60, Best Fitness: 3.640165
Iteration 61, Best Fitness: 3.640165
Iteration 62, Best Fitness: 3.622331
Iteration 63, Best Fitness: 3.609684
Iteration 64, Best Fitness: 3.568288
Iteration 65, Best Fitness: 3.545926
Iteration 66, Best Fitness: 3.495769
Iteration 67, Best Fitness: 3.495769
Iteration 68, Best Fitness: 3.495769
Iteration 69, Best Fitness: 3.492689
Iteration 70, Best Fitness: 3.472205
Iteration 71, Best Fitness: 3.452402
Iteration 72, Best Fitness: 3.452402
Iteration 73, Best Fitness: 3.445037
Iteration 74, Best Fitness: 3.439691
Iteration 75, Best Fitness: 3.427188
Iteration 76, Best Fitness: 3.413457
Iteration 77, Best Fitness: 3.406425
Iteration 78, Best Fitness: 3.406425
Iteration 79, Best Fitness: 3.406425
Iteration 80, Best Fitness: 3.406425
Iteration 81, Best Fitness: 3.395783
Iteration 82, Best Fitness: 3.393959
Iteration 83, Best Fitness: 3.389963
Iteration 84, Best Fitness: 3.384538
Iteration 85, Best Fitness: 3.372875
Iteration 86, Best Fitness: 3.372875
Iteration 87, Best Fitness: 3.371865
Iteration 88, Best Fitness: 3.370150
Iteration 89, Best Fitness: 3.368264
Iteration 90, Best Fitness: 3.364007
Iteration 91, Best Fitness: 3.363142
Iteration 92, Best Fitness: 3.360775
Iteration 93, Best Fitness: 3.355724
Iteration 94, Best Fitness: 3.352372
Iteration 95, Best Fitness: 3.352349
Iteration 96, Best Fitness: 3.350058
Iteration 97, Best Fitness: 3.348517
Iteration 98, Best Fitness: 3.347148
Iteration 99, Best Fitness: 3.346753

Final Best Fitness: 3.346752858538756
Best Position Found:
[-0.50949085 -0.49760488 -0.49431569 -0.48381618  0.01038249 -0.50820081
 -0.49505266 -0.48558689 -0.49576024 -0.50456014 -0.50762148 -0.49890277
 -0.00122406  0.00923369 -0.50005608 -0.49406397 -0.49832631  0.01276832
 -0.5005122  -0.49830219  0.00477886 -0.49676401  0.00351935 -0.01310329
 -0.49577319 -0.49461185 -0.50746506 -0.48317273  0.00748877  0.01080132
 -0.5029263  -0.48703769  0.01008426 -0.49740844 -0.49851522  0.01197495
  0.00808166 -0.48999654  0.01903481 -0.50333817]
