Optimization Log
Iteration 0, Best Fitness: 3980734217.187069
Iteration 1, Best Fitness: 2692288092.464343
Iteration 2, Best Fitness: 894608774.867153
Iteration 3, Best Fitness: 305745376.916287
Iteration 4, Best Fitness: 119339448.934022
Iteration 5, Best Fitness: 119339448.934022
Iteration 6, Best Fitness: 108056692.061221
Iteration 7, Best Fitness: 47373176.649331
Iteration 8, Best Fitness: 19964898.220914
Iteration 9, Best Fitness: 18537643.334501
Iteration 10, Best Fitness: 9622062.099739
Iteration 11, Best Fitness: 5021958.033922
Iteration 12, Best Fitness: 1695410.080543
Iteration 13, Best Fitness: 975125.349757
Iteration 14, Best Fitness: 975125.349757
Iteration 15, Best Fitness: 593256.521516
Iteration 16, Best Fitness: 135746.677171
Iteration 17, Best Fitness: 101843.576076
Iteration 18, Best Fitness: 40521.325107
Iteration 19, Best Fitness: 10757.176578
Iteration 20, Best Fitness: 4706.495586
Iteration 21, Best Fitness: 2123.107079
Iteration 22, Best Fitness: 1118.619332
Iteration 23, Best Fitness: 434.437323
Iteration 24, Best Fitness: 145.457458
Iteration 25, Best Fitness: 90.117108
Iteration 26, Best Fitness: 45.240006
Iteration 27, Best Fitness: 15.331860
Iteration 28, Best Fitness: 13.025482
Iteration 29, Best Fitness: 5.144957
Iteration 30, Best Fitness: 2.583647
Iteration 31, Best Fitness: 1.574326
Iteration 32, Best Fitness: 1.403356
Iteration 33, Best Fitness: 0.583193
Iteration 34, Best Fitness: 0.421323
Iteration 35, Best Fitness: 0.417326
Iteration 36, Best Fitness: 0.417326
Iteration 37, Best Fitness: 0.390811
Iteration 38, Best Fitness: 0.279787
Iteration 39, Best Fitness: 0.226630
Iteration 40, Best Fitness: 0.226630
Iteration 41, Best Fitness: 0.159103
Iteration 42, Best Fitness: 0.159103
Iteration 43, Best Fitness: 0.131261
Iteration 44, Best Fitness: 0.131261
Iteration 45, Best Fitness: 0.120560
Iteration 46, Best Fitness: 0.110761
Iteration 47, Best Fitness: 0.110761
Iteration 48, Best Fitness: 0.074147
Iteration 49, Best Fitness: 0.074147
Iteration 50, Best Fitness: 0.074147
Iteration 51, Best Fitness: 0.039827
Iteration 52, Best Fitness: 0.039827
Iteration 53, Best Fitness: 0.039827
Iteration 54, Best Fitness: 0.039827
Iteration 55, Best Fitness: 0.039827
Iteration 56, Best Fitness: 0.039827
Iteration 57, Best Fitness: 0.036090
Iteration 58, Best Fitness: 0.036090
Iteration 59, Best Fitness: 0.036090
Iteration 60, Best Fitness: 0.030146
Iteration 61, Best Fitness: 0.030146
Iteration 62, Best Fitness: 0.027959
Iteration 63, Best Fitness: 0.027959
Iteration 64, Best Fitness: 0.027959
Iteration 65, Best Fitness: 0.027959
Iteration 66, Best Fitness: 0.027959
Iteration 67, Best Fitness: 0.020328
Iteration 68, Best Fitness: 0.020328
Iteration 69, Best Fitness: 0.020328
Iteration 70, Best Fitness: 0.020328
Iteration 71, Best Fitness: 0.020328
Iteration 72, Best Fitness: 0.019819
Iteration 73, Best Fitness: 0.019819
Iteration 74, Best Fitness: 0.019819
Iteration 75, Best Fitness: 0.019819
Iteration 76, Best Fitness: 0.017601
Iteration 77, Best Fitness: 0.017601
Iteration 78, Best Fitness: 0.017601
Iteration 79, Best Fitness: 0.017588
Iteration 80, Best Fitness: 0.017588
Iteration 81, Best Fitness: 0.017588
Iteration 82, Best Fitness: 0.017588
Iteration 83, Best Fitness: 0.017588
Iteration 84, Best Fitness: 0.017588
Iteration 85, Best Fitness: 0.017588
Iteration 86, Best Fitness: 0.017588
Iteration 87, Best Fitness: 0.017574
Iteration 88, Best Fitness: 0.012996
Iteration 89, Best Fitness: 0.012996
Iteration 90, Best Fitness: 0.012996
Iteration 91, Best Fitness: 0.012996
Iteration 92, Best Fitness: 0.012996
Iteration 93, Best Fitness: 0.012996
Iteration 94, Best Fitness: 0.012996
Iteration 95, Best Fitness: 0.012996
Iteration 96, Best Fitness: 0.012996
Iteration 97, Best Fitness: 0.012996
Iteration 98, Best Fitness: 0.012996
Iteration 99, Best Fitness: 0.012996

Final Best Fitness: 0.012995860489294637
Best Position Found:
[-0.05144939 -0.05434771  0.01053927  0.07792398  0.12948187  0.09421207
  0.05567131  0.02757042  0.08085323 -0.12388713 -0.11004048  0.01351961
 -0.1051174  -0.07921058 -0.06556457  0.09328378  0.09222798 -0.08979494
  0.06367946  0.01651535]
