Optimization Log
Iteration 0, Best Fitness: 413177881.760343
Iteration 1, Best Fitness: 332182913.631416
Iteration 2, Best Fitness: 298041766.467966
Iteration 3, Best Fitness: 109040468.839316
Iteration 4, Best Fitness: 51563133.202450
Iteration 5, Best Fitness: 31171275.708119
Iteration 6, Best Fitness: 8427916.012888
Iteration 7, Best Fitness: 1357975.819903
Iteration 8, Best Fitness: 371235.002301
Iteration 9, Best Fitness: 115282.388905
Iteration 10, Best Fitness: 6334.130197
Iteration 11, Best Fitness: 1847.438600
Iteration 12, Best Fitness: 27.037362
Iteration 13, Best Fitness: 26.021091
Iteration 14, Best Fitness: 23.029051
Iteration 15, Best Fitness: 20.522967
Iteration 16, Best Fitness: 15.422552
Iteration 17, Best Fitness: 11.830453
Iteration 18, Best Fitness: 8.947994
Iteration 19, Best Fitness: 6.448489
Iteration 20, Best Fitness: 4.809983
Iteration 21, Best Fitness: 4.809983
Iteration 22, Best Fitness: 3.462608
Iteration 23, Best Fitness: 3.361016
Iteration 24, Best Fitness: 2.500104
Iteration 25, Best Fitness: 1.499332
Iteration 26, Best Fitness: 1.499332
Iteration 27, Best Fitness: 1.499332
Iteration 28, Best Fitness: 1.499332
Iteration 29, Best Fitness: 1.499332
Iteration 30, Best Fitness: 1.499332
Iteration 31, Best Fitness: 1.499332
Iteration 32, Best Fitness: 1.450494
Iteration 33, Best Fitness: 1.321802
Iteration 34, Best Fitness: 1.235323
Iteration 35, Best Fitness: 1.235323
Iteration 36, Best Fitness: 1.235323
Iteration 37, Best Fitness: 1.072262
Iteration 38, Best Fitness: 0.924579
Iteration 39, Best Fitness: 0.831569
Iteration 40, Best Fitness: 0.827782
Iteration 41, Best Fitness: 0.827782
Iteration 42, Best Fitness: 0.827782
Iteration 43, Best Fitness: 0.827782
Iteration 44, Best Fitness: 0.780917
Iteration 45, Best Fitness: 0.780917
Iteration 46, Best Fitness: 0.780917
Iteration 47, Best Fitness: 0.780917
Iteration 48, Best Fitness: 0.780917
Iteration 49, Best Fitness: 0.780917
Iteration 50, Best Fitness: 0.780917
Iteration 51, Best Fitness: 0.780917
Iteration 52, Best Fitness: 0.780917
Iteration 53, Best Fitness: 0.780917
Iteration 54, Best Fitness: 0.780917
Iteration 55, Best Fitness: 0.780917
Iteration 56, Best Fitness: 0.780917
Iteration 57, Best Fitness: 0.780917
Iteration 58, Best Fitness: 0.780917
Iteration 59, Best Fitness: 0.780917
Iteration 60, Best Fitness: 0.780917
Iteration 61, Best Fitness: 0.780917
Iteration 62, Best Fitness: 0.780917
Iteration 63, Best Fitness: 0.780917
Iteration 64, Best Fitness: 0.765631
Iteration 65, Best Fitness: 0.765631
Iteration 66, Best Fitness: 0.726788
Iteration 67, Best Fitness: 0.726788
Iteration 68, Best Fitness: 0.724151
Iteration 69, Best Fitness: 0.705697
Iteration 70, Best Fitness: 0.705697
Iteration 71, Best Fitness: 0.705697
Iteration 72, Best Fitness: 0.696488
Iteration 73, Best Fitness: 0.695893
Iteration 74, Best Fitness: 0.676180
Iteration 75, Best Fitness: 0.663515
Iteration 76, Best Fitness: 0.655989
Iteration 77, Best Fitness: 0.650597
Iteration 78, Best Fitness: 0.646551
Iteration 79, Best Fitness: 0.646551
Iteration 80, Best Fitness: 0.636714
Iteration 81, Best Fitness: 0.634729
Iteration 82, Best Fitness: 0.634729
Iteration 83, Best Fitness: 0.630404
Iteration 84, Best Fitness: 0.630035
Iteration 85, Best Fitness: 0.630035
Iteration 86, Best Fitness: 0.625368
Iteration 87, Best Fitness: 0.624680
Iteration 88, Best Fitness: 0.624680
Iteration 89, Best Fitness: 0.616693
Iteration 90, Best Fitness: 0.614857
Iteration 91, Best Fitness: 0.614857
Iteration 92, Best Fitness: 0.612969
Iteration 93, Best Fitness: 0.610316
Iteration 94, Best Fitness: 0.609556
Iteration 95, Best Fitness: 0.608885
Iteration 96, Best Fitness: 0.606533
Iteration 97, Best Fitness: 0.605833
Iteration 98, Best Fitness: 0.605140
Iteration 99, Best Fitness: 0.604676

Final Best Fitness: 0.604676224048969
Best Position Found:
[ 2.9577012   2.975339   -0.99609783 -1.60097124 -0.9482571   0.80853602
 -0.96825115  0.03771838  0.12268453 -0.98607485  0.12943816  0.07495247
  0.07575508  0.43654379 -0.98440205 -0.55451166 -0.90726873  0.10117288
  2.49419868 -0.97651483 -1.01083734 -1.09299493 -0.76173667  0.02375677
 -0.88129346 -0.3843525  -0.95400099 -1.0418844  -0.07900214 -0.55328299]
