Optimization Log
Iteration 0, Best Fitness: 403.997559
Iteration 1, Best Fitness: 367.295971
Iteration 2, Best Fitness: 324.271932
Iteration 3, Best Fitness: 324.271932
Iteration 4, Best Fitness: 324.271932
Iteration 5, Best Fitness: 309.319767
Iteration 6, Best Fitness: 309.319767
Iteration 7, Best Fitness: 280.847801
Iteration 8, Best Fitness: 272.811773
Iteration 9, Best Fitness: 272.811773
Iteration 10, Best Fitness: 272.811773
Iteration 11, Best Fitness: 258.731199
Iteration 12, Best Fitness: 258.731199
Iteration 13, Best Fitness: 258.731199
Iteration 14, Best Fitness: 255.495231
Iteration 15, Best Fitness: 232.090590
Iteration 16, Best Fitness: 222.611442
Iteration 17, Best Fitness: 180.155229
Iteration 18, Best Fitness: 159.739381
Iteration 19, Best Fitness: 159.739381
Iteration 20, Best Fitness: 159.739381
Iteration 21, Best Fitness: 133.088400
Iteration 22, Best Fitness: 133.088400
Iteration 23, Best Fitness: 130.380193
Iteration 24, Best Fitness: 130.380193
Iteration 25, Best Fitness: 130.380193
Iteration 26, Best Fitness: 129.039239
Iteration 27, Best Fitness: 100.548417
Iteration 28, Best Fitness: 100.548417
Iteration 29, Best Fitness: 100.548417
Iteration 30, Best Fitness: 100.548417
Iteration 31, Best Fitness: 100.399687
Iteration 32, Best Fitness: 98.670673
Iteration 33, Best Fitness: 82.983760
Iteration 34, Best Fitness: 82.983760
Iteration 35, Best Fitness: 76.172889
Iteration 36, Best Fitness: 76.172889
Iteration 37, Best Fitness: 74.389913
Iteration 38, Best Fitness: 73.412260
Iteration 39, Best Fitness: 73.345309
Iteration 40, Best Fitness: 73.345309
Iteration 41, Best Fitness: 64.610873
Iteration 42, Best Fitness: 62.351367
Iteration 43, Best Fitness: 62.351367
Iteration 44, Best Fitness: 62.351367
Iteration 45, Best Fitness: 62.351367
Iteration 46, Best Fitness: 61.677274
Iteration 47, Best Fitness: 50.796981
Iteration 48, Best Fitness: 50.796981
Iteration 49, Best Fitness: 50.796981
Iteration 50, Best Fitness: 47.511960
Iteration 51, Best Fitness: 47.511960
Iteration 52, Best Fitness: 43.198668
Iteration 53, Best Fitness: 40.258164
Iteration 54, Best Fitness: 34.282789
Iteration 55, Best Fitness: 34.282789
Iteration 56, Best Fitness: 34.282789
Iteration 57, Best Fitness: 34.282789
Iteration 58, Best Fitness: 34.282789
Iteration 59, Best Fitness: 34.282789
Iteration 60, Best Fitness: 34.282789
Iteration 61, Best Fitness: 34.282789
Iteration 62, Best Fitness: 34.282789
Iteration 63, Best Fitness: 30.444859
Iteration 64, Best Fitness: 27.576082
Iteration 65, Best Fitness: 27.576082
Iteration 66, Best Fitness: 27.576082
Iteration 67, Best Fitness: 27.576082
Iteration 68, Best Fitness: 27.576082
Iteration 69, Best Fitness: 27.268887
Iteration 70, Best Fitness: 27.084894
Iteration 71, Best Fitness: 23.846316
Iteration 72, Best Fitness: 23.846316
Iteration 73, Best Fitness: 23.846316
Iteration 74, Best Fitness: 23.846316
Iteration 75, Best Fitness: 23.798520
Iteration 76, Best Fitness: 23.798520
Iteration 77, Best Fitness: 23.320910
Iteration 78, Best Fitness: 23.320910
Iteration 79, Best Fitness: 23.320910
Iteration 80, Best Fitness: 21.616925
Iteration 81, Best Fitness: 21.227966
Iteration 82, Best Fitness: 20.928558
Iteration 83, Best Fitness: 20.104832
Iteration 84, Best Fitness: 20.104832
Iteration 85, Best Fitness: 19.942929
Iteration 86, Best Fitness: 19.581577
Iteration 87, Best Fitness: 18.605178
Iteration 88, Best Fitness: 18.605178
Iteration 89, Best Fitness: 18.605178
Iteration 90, Best Fitness: 18.605178
Iteration 91, Best Fitness: 18.094548
Iteration 92, Best Fitness: 18.094548
Iteration 93, Best Fitness: 17.934315
Iteration 94, Best Fitness: 17.549367
Iteration 95, Best Fitness: 17.139700
Iteration 96, Best Fitness: 17.121861
Iteration 97, Best Fitness: 16.936576
Iteration 98, Best Fitness: 16.767100
Iteration 99, Best Fitness: 16.723885

Final Best Fitness: 16.72388491583581
Best Position Found:
[ 1.00287962  0.00627501  0.04173468 -0.06642615 -0.02018817 -0.9984094
  0.04954146  0.01354701 -0.06094704  0.03755432 -0.05162379 -0.07579392
  1.00558706  0.07788708 -0.0684446  -0.9984475  -0.99616668  0.01100191
  0.05681735  1.00023177  0.00262235  0.99876791  0.01308074  0.00285771
  0.01707516  0.04413973  1.00530683  0.00244803 -0.00283984  0.99186298]
