Optimization Log
Iteration 0, Best Fitness: 588.881593
Iteration 1, Best Fitness: 558.398129
Iteration 2, Best Fitness: 403.180072
Iteration 3, Best Fitness: 403.180072
Iteration 4, Best Fitness: 300.780301
Iteration 5, Best Fitness: 223.474008
Iteration 6, Best Fitness: 163.860208
Iteration 7, Best Fitness: 162.543238
Iteration 8, Best Fitness: 103.215491
Iteration 9, Best Fitness: 54.721329
Iteration 10, Best Fitness: 47.921239
Iteration 11, Best Fitness: 47.921239
Iteration 12, Best Fitness: 30.314560
Iteration 13, Best Fitness: 27.768367
Iteration 14, Best Fitness: 21.512435
Iteration 15, Best Fitness: 20.329762
Iteration 16, Best Fitness: 16.408706
Iteration 17, Best Fitness: 12.231071
Iteration 18, Best Fitness: 11.962091
Iteration 19, Best Fitness: 10.097774
Iteration 20, Best Fitness: 6.711557
Iteration 21, Best Fitness: 4.879592
Iteration 22, Best Fitness: 4.761003
Iteration 23, Best Fitness: 3.715690
Iteration 24, Best Fitness: 2.494723
Iteration 25, Best Fitness: 2.419553
Iteration 26, Best Fitness: 1.971719
Iteration 27, Best Fitness: 1.768659
Iteration 28, Best Fitness: 1.597811
Iteration 29, Best Fitness: 1.451770
Iteration 30, Best Fitness: 1.364226
Iteration 31, Best Fitness: 1.330537
Iteration 32, Best Fitness: 1.275844
Iteration 33, Best Fitness: 1.237663
Iteration 34, Best Fitness: 1.204753
Iteration 35, Best Fitness: 1.147010
Iteration 36, Best Fitness: 1.109483
Iteration 37, Best Fitness: 1.078469
Iteration 38, Best Fitness: 1.062139
Iteration 39, Best Fitness: 1.059986
Iteration 40, Best Fitness: 1.045144
Iteration 41, Best Fitness: 1.039521
Iteration 42, Best Fitness: 1.030761
Iteration 43, Best Fitness: 1.029427
Iteration 44, Best Fitness: 1.006245
Iteration 45, Best Fitness: 0.993164
Iteration 46, Best Fitness: 0.919907
Iteration 47, Best Fitness: 0.856038
Iteration 48, Best Fitness: 0.818507
Iteration 49, Best Fitness: 0.742835
Iteration 50, Best Fitness: 0.693845
Iteration 51, Best Fitness: 0.575215
Iteration 52, Best Fitness: 0.538118
Iteration 53, Best Fitness: 0.507852
Iteration 54, Best Fitness: 0.457166
Iteration 55, Best Fitness: 0.426063
Iteration 56, Best Fitness: 0.360006
Iteration 57, Best Fitness: 0.346258
Iteration 58, Best Fitness: 0.323049
Iteration 59, Best Fitness: 0.273953
Iteration 60, Best Fitness: 0.251598
Iteration 61, Best Fitness: 0.232652
Iteration 62, Best Fitness: 0.209541
Iteration 63, Best Fitness: 0.194217
Iteration 64, Best Fitness: 0.180494
Iteration 65, Best Fitness: 0.166224
Iteration 66, Best Fitness: 0.141686
Iteration 67, Best Fitness: 0.136355
Iteration 68, Best Fitness: 0.124291
Iteration 69, Best Fitness: 0.106616
Iteration 70, Best Fitness: 0.106185
Iteration 71, Best Fitness: 0.097662
Iteration 72, Best Fitness: 0.088532
Iteration 73, Best Fitness: 0.083559
Iteration 74, Best Fitness: 0.079618
Iteration 75, Best Fitness: 0.074418
Iteration 76, Best Fitness: 0.069243
Iteration 77, Best Fitness: 0.066494
Iteration 78, Best Fitness: 0.063775
Iteration 79, Best Fitness: 0.061773
Iteration 80, Best Fitness: 0.058549
Iteration 81, Best Fitness: 0.055575
Iteration 82, Best Fitness: 0.052738
Iteration 83, Best Fitness: 0.051489
Iteration 84, Best Fitness: 0.049398
Iteration 85, Best Fitness: 0.047453
Iteration 86, Best Fitness: 0.045373
Iteration 87, Best Fitness: 0.043736
Iteration 88, Best Fitness: 0.042352
Iteration 89, Best Fitness: 0.041200
Iteration 90, Best Fitness: 0.040432
Iteration 91, Best Fitness: 0.039903
Iteration 92, Best Fitness: 0.038774
Iteration 93, Best Fitness: 0.038354
Iteration 94, Best Fitness: 0.037331
Iteration 95, Best Fitness: 0.037075
Iteration 96, Best Fitness: 0.036801
Iteration 97, Best Fitness: 0.036731
Iteration 98, Best Fitness: 0.036465
Iteration 99, Best Fitness: 0.036300

Final Best Fitness: 0.03629980764309715
Best Position Found:
[ 0.04842569 -0.05937335 -0.11507093  0.13571136 -0.14073797  0.07811989
 -0.10501279  0.15374663  0.15297543  0.16954533 -0.16937848 -0.15007767
  0.19693807 -0.14264704  0.15246837 -0.09584886 -0.2077148   0.20986797
  0.25125328 -0.27333574  0.16874645  0.15108755  0.21693272 -0.19684621
  0.33189988 -0.25786545  0.26351549 -0.25313641 -0.26629944  0.23412195]
